statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
A watched pot never boils.,0,It is subjective on time. It is not objective.,4,1,It references water heating. It is not purely social.,3,0,It uses hyperbole. It is not literal.,4,0,It suggests patience. It is not positive.,4,0,It infers perception delays events. It is not just fact.,4,0,It generalizes impatience. It is not literal observation.,4,It says waiting feels longer than reality.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Better late than never.,0,It is a value judgment. It is not objective.,4,1,It references timing physically. It is not purely social.,3,0,It uses short metaphor. It is not literal.,4,0,It advises finishing. It is not descriptive.,4,0,It concludes late is valuable. It is not just knowledge.,4,0,It applies to all tasks. It is not one day.,4,It says completion is better than none.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Money can't buy happiness.,0,It is subjective on value. It is not objective.,4,1,It references currency utility. It is not purely social.,3,0,It uses buy metaphor. It is not literal.,4,0,It implies money is limited. It is not positive.,4,0,It infers limits on wealth. It is not observation.,4,0,It generalizes emotion. It is not everyday fact.,4,It says wealth does not guarantee joy.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Rome wasn't built in a day.,0,It is belief on progress. It is not objective.,4,1,It references physical building. It is not purely social.,3,0,It uses historical metaphor. It is not literal.,4,0,It advises patience. It is not positive.,4,0,It infers time from construction. It is not knowledge.,4,0,It applies to all projects. It is not specific city.,4,It says great work takes time.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't put all your eggs in one basket.,0,It is strategy belief. It is not objective.,4,1,It references physical eggs. It is not purely social.,3,0,It uses physical metaphor. It is not literal.,4,0,It advises diversification. It is not positive.,4,0,It concludes risk increases concentration. It is not fact.,4,0,It applies to finance. It is not daily life.,4,It warns against putting all resources in one place.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
A friend in need is a friend indeed.,0,It is belief on loyalty. It is not objective.,4,1,It references aid. It is not purely social.,3,0,It uses 'indeed'. It is not literal.,4,0,It values loyalty. It is not positive.,4,0,It infers truth from action. It is not just knowledge.,4,0,It generalizes friendship. It is not single event.,4,It says real friends help when needed.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
"Where there's smoke, there's fire.",0,It is subjective on signs. It is not objective.,4,1,It references combustion. It is not purely social.,3,0,It uses metaphor. It is not literal.,4,0,It advises trusting evidence. It is not positive.,3,0,It infers cause from effect. It is not fact.,4,0,It applies to all evidence. It is not one fire.,4,It says signs usually indicate reality.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Still waters run deep.,0,It is subjective on character. It is not objective.,4,1,It references water physics. It is not purely social.,3,0,It uses water metaphor. It is not literal.,4,0,It values quietness. It is not positive.,3,0,It infers depth from calm. It is not knowledge.,4,0,It applies to personality. It is not one lake.,4,It says quiet people have depth.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
You can't teach an old dog new tricks.,0,It is belief on change. It is not objective.,4,1,It references animal learning. It is not purely social.,3,0,It uses dog metaphor. It is not literal.,4,0,It implies limits. It is not positive.,3,0,It infers resistance from age. It is not fact.,4,0,It applies to humans. It is not one animal.,4,It says habits hard to change later.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't cry over spilt milk.,0,It is subjective on coping. It is not objective.,4,1,It references liquid spilling. It is not purely social.,3,0,It uses milk metaphor. It is not literal.,4,0,It advises coping. It is not positive.,4,0,It infers waste of emotion. It is not knowledge.,4,0,It applies to regrets. It is not one spill.,4,It advises not worrying about irreversible loss.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't count your chickens before they hatch.,0,"It expresses a subjective caution rather than an objective truth, making it opinion not fact.",4,0,"It relies on human advice and interaction rather than natural laws, making it social not physical.",4,0,"It uses metaphorical language rather than literal description, making it figurative not literal.",4,0,"It suggests a moral duty rather than describing what is, making it normative not positive.",4,0,"It implies a logical consequence derived from premises, making it reasoning not simple knowledge.",4,0,"It describes a general risk principle rather than a specific event, making it abstract not everyday.",4,This is common sense because it warns against assuming positive outcomes before they occur.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
A stitch in time saves nine.,0,"It expresses a subjective preference for proactive action rather than objective truth, making it opinion not fact.",4,0,"It relies on human advice regarding maintenance and behavior rather than physics, making it social not physical.",4,0,"It uses a metaphor of sewing to represent general repair rather than literal description, making it figurative not literal.",4,0,"It suggests what one should do rather than what is, making it normative not positive.",4,0,"It implies a logical causal link between current and future effort, making it reasoning not simple knowledge.",4,0,"It describes a general principle of efficiency rather than a specific event, making it abstract not everyday.",4,This is common sense because it advises fixing issues early to prevent larger problems.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Honesty is the best policy.,0,"It expresses a subjective belief about strategy rather than objective truth, making it opinion not fact.",4,0,"It relies on human values and interaction norms rather than physical laws, making it social not physical.",4,0,"It equates a concept to a 'policy' as a metaphor, making it figurative not literal.",4,0,"It suggests a moral judgment on how to act rather than describing reality, making it normative not positive.",4,0,"It implies reasoning that trust yields better outcomes than deceit, making it reasoning not simple knowledge.",4,0,"It refers to a general moral regularity rather than a specific event, making it abstract not everyday.",4,This is common sense because it suggests being truthful leads to better long-term outcomes.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
The early bird catches the worm.,0,"It expresses a subjective view on merit rather than objective truth, making it opinion not fact.",4,0,"It relies on human competitive norms rather than actual biology, making it social not physical.",4,0,"It uses birds and worms as metaphors for people, making it figurative not literal.",4,0,"It suggests behavior one should emulate rather than describing reality, making it normative not positive.",4,0,"It implies logical causality between early action and reward, making it reasoning not simple knowledge.",4,0,"It refers to a universal success regularity rather than a specific animal event, making it abstract not everyday.",4,This is common sense because it rewards initiative and timing for success.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
People who live in glass houses shouldn't throw stones.,0,"It expresses a subjective view on fairness rather than objective truth, making it opinion not fact.",4,0,"It relies on social etiquette and judgment rather than physical architecture, making it social not physical.",4,0,"It uses glass houses as a metaphor for vulnerability, making it figurative not literal.",4,0,"It prescribes conduct based on moral standing rather than describing reality, making it normative not positive.",4,0,"It implies a logical consequence of hypocrisy leading to retaliation, making it reasoning not simple knowledge.",4,0,"It refers to a general ethical regularity rather than a specific physical event, making it abstract not everyday.",4,This is common sense because it warns those with flaws not to criticize others.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't bite the hand that feeds you.,0,"It expresses a subjective belief on gratitude rather than objective truth, making it opinion not fact.",4,0,"It relies on social power dynamics and gratitude rather than physical eating, making it social not physical.",4,0,"It uses feeding as a metaphor for support, making it figurative not literal.",4,0,"It suggests a moral prohibition rather than describing reality, making it normative not positive.",4,0,"It implies logical risk that hurting a benefactor stops help, making it reasoning not simple knowledge.",4,0,"It refers to a general regularity in dependency rather than a specific biological event, making it abstract not everyday.",4,This is common sense because it warns against harming those who provide for you.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Better late than never.,0,"It expresses a subjective preference rather than objective truth, making it opinion not fact.",4,0,"It relies on human expectations on timeliness rather than physical laws, making it social not physical.",4,0,"It uses 'never' to imply non-completion metaphorically, making it figurative not literal.",3,0,"It judges that any action is better than none rather than describing reality, making it normative not positive.",4,0,"It implies reasoning that delayed completion is better than failure, making it reasoning not simple knowledge.",4,0,"It refers to a general value regularity rather than a specific event, making it abstract not everyday.",4,This is common sense because it encourages doing something even if delayed.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Actions speak louder than words.,0,"It expresses a subjective view on trust rather than objective truth, making it opinion not fact.",4,0,"It relies on human communication norms rather than physics, making it social not physical.",4,0,"It uses volume as a metaphor for impact, making it figurative not literal.",4,0,"It suggests prioritizing deeds over talk rather than describing reality, making it normative not positive.",4,0,"It implies logical deduction that behavior reveals truth better than speech, making it reasoning not simple knowledge.",4,0,"It refers to a general regularity in credibility rather than a specific event, making it abstract not everyday.",4,This is common sense because it values tangible deeds over empty promises.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Too many cooks spoil the broth.,0,"It expresses a subjective view on collaboration rather than objective truth, making it opinion not fact.",4,0,"It relies on group dynamics rather than physical cooking chemistry, making it social not physical.",4,0,"It uses cooks as a metaphor for participants, making it figurative not literal.",4,0,"It suggests limiting involvement rather than describing reality, making it normative not positive.",4,0,"It implies logical consequences of divided responsibility on outcome quality, making it reasoning not simple knowledge.",4,0,"It refers to a general work regularity rather than a specific culinary event, making it abstract not everyday.",4,This is common sense because it suggests that too many people can ruin a task.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Pride goes before a fall.,0,"It expresses a subjective belief on cause and effect rather than objective truth, making it opinion not fact.",4,0,"It relies on human traits rather than physical gravity, making it social not physical.",4,0,"It uses falling as a metaphor for failure, making it figurative not literal.",4,0,"It suggests a moral warning rather than describing reality, making it normative not positive.",4,0,"It implies logical causality between attitude and downfall, making it reasoning not simple knowledge.",4,0,"It refers to a general moral regularity rather than a specific physical fall, making it abstract not everyday.",4,This is common sense because it warns that arrogance often leads to failure.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
What goes around comes around.,0,"It expresses a subjective belief on karma rather than objective truth, making it opinion not fact.",4,0,"It relies on moral beliefs and social reciprocity rather than physics, making it social not physical.",4,0,"It uses circular motion as a metaphor for fate, making it figurative not literal.",4,0,"It implies a moral judgment on fairness rather than describing reality, making it normative not positive.",4,0,"It implies logical reciprocity between actions and reactions, making it reasoning not simple knowledge.",4,0,"It refers to a universal regularity in life rather than a specific event, making it abstract not everyday.",4,This is common sense because it suggests karma or justice will happen eventually.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't judge a book by its cover.,0,"It expresses a subjective belief on value rather than objective truth, making it opinion not fact.",4,0,"It relies on human behavior and norms rather than physical book properties, making it social not physical.",4,0,"It uses books as a metaphor for people, making it figurative not literal.",4,0,"It suggests how one should behave rather than describing reality, making it normative not positive.",4,0,"It implies reasoning that surfaces often mislead about interiors, making it reasoning not simple knowledge.",4,0,"It refers to a general regularity in perception rather than a specific book event, making it abstract not everyday.",4,This is common sense because it warns against evaluating things based solely on appearance.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
"When in Rome, do as the Romans do.",0,"It expresses a subjective view on etiquette rather than objective truth, making it opinion not fact.",4,0,"It relies on social adaptation and customs rather than physical laws, making it social not physical.",4,0,"It uses a place as a metaphor for culture, making it figurative not literal.",4,0,"It suggests how one should behave in a setting rather than describing reality, making it normative not positive.",4,0,"It implies logical benefit in conforming to environment, making it reasoning not simple knowledge.",4,0,"It refers to a general cultural regularity rather than a specific trip, making it abstract not everyday.",4,This is common sense because it advises adapting to local customs.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Make hay while the sun shines.,0,"It expresses a subjective strategy rather than objective truth, making it opinion not fact.",4,0,"It relies on human work strategy rather than weather itself, making it social not physical.",4,0,"It uses hay as a metaphor for tasks, making it figurative not literal.",4,0,"It suggests one should act immediately rather than describing reality, making it normative not positive.",4,0,"It implies logical causality between timing and success, making it reasoning not simple knowledge.",4,0,"It refers to a general opportunity regularity rather than a specific agricultural event, making it abstract not everyday.",4,This is common sense because it advises taking advantage of favorable conditions.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Necessity is the mother of invention.,0,"It expresses a subjective theory on innovation rather than objective truth, making it opinion not fact.",4,0,"It relies on human progress rather than biological facts, making it social not physical.",4,0,"It uses birth as a metaphor for development, making it figurative not literal.",4,0,"It suggests how innovation happens rather than describing reality, making it normative not positive.",4,0,"It implies logical causality between needs and solutions, making it reasoning not simple knowledge.",4,0,"It refers to a general historical regularity rather than a specific invention, making it abstract not everyday.",4,This is common sense because it states that needs drive creativity.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Silence is golden.,0,"It expresses a subjective preference rather than objective truth, making it opinion not fact.",4,0,"It relies on human communication norms rather than physical acoustics, making it social not physical.",4,0,"It equates silence with value (gold) metaphorically, making it figurative not literal.",4,0,"It suggests a value judgment rather than describing reality, making it normative not positive.",4,0,"It implies reasoning that silence prevents mistakes, making it reasoning not simple knowledge.",4,0,"It refers to a general value regularity rather than a specific event, making it abstract not everyday.",4,This is common sense because it values quietness over constant noise or speech.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
"Out with the old, in with the new.",0,"It expresses a subjective view on renewal rather than objective truth, making it opinion not fact.",4,0,"It relies on human preferences for progress rather than physical decay, making it social not physical.",4,0,"It uses old and new as abstract concepts metaphorically, making it figurative not literal.",4,0,"It suggests a course of action rather than describing reality, making it normative not positive.",4,0,"It implies reasoning that new solutions are better than old ones, making it reasoning not simple knowledge.",4,0,"It refers to a general regularity in change rather than a specific event, making it abstract not everyday.",4,This is common sense because it advocates replacing old things with new ones.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Every cloud has a silver lining.,0,"It expresses a subjective belief on hope rather than objective truth, making it opinion not fact.",4,0,"It relies on human optimism and culture rather than physics, making it social not physical.",4,0,"It uses clouds and silver metaphorically for hardship and hope, making it figurative not literal.",4,0,"It suggests a positive mindset rather than describing reality, making it normative not positive.",4,0,"It implies logical reasoning that bad situations contain benefits, making it reasoning not simple knowledge.",4,0,"It refers to a universal regularity in hope rather than a specific event, making it abstract not everyday.",4,This is common sense because it suggests there is always something good in bad situations.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Birds of a feather flock together.,0,"It expresses a subjective view on association rather than objective truth, making it opinion not fact.",4,0,"It relies on human social grouping rather than bird behavior, making it social not physical.",4,0,"It uses birds as a metaphor for people, making it figurative not literal.",4,0,"It suggests how groups form rather than describing reality strictly, making it normative not positive.",4,0,"It implies logical cause and effect between similarity and affiliation, making it reasoning not simple knowledge.",4,0,"It refers to a general social regularity rather than a specific animal event, making it abstract not everyday.",4,This is common sense because it states similar people tend to associate with each other.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
"Too soon old, too late smart.",0,"It expresses a subjective view on regret rather than objective truth, making it opinion not fact.",4,0,"It relies on human wisdom and reflection rather than physical age, making it social not physical.",4,0,"It uses age as a metaphor for perspective, making it figurative not literal.",4,0,"It suggests a life judgment rather than describing reality, making it normative not positive.",4,0,"It implies logical contrast between timing and wisdom, making it reasoning not simple knowledge.",4,0,"It refers to a general regularity in life stages rather than a specific event, making it abstract not everyday.",4,This is common sense because it notes people realize the value of youth too late.,"['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't burn bridges you might cross later.,1,Destroying resources objectively prevents future access to them.,3,1,It alludes to the physical impossibility of restoring destroyed paths.,2,0,Bridges metaphorically represent personal connections or pathways.,4,0,It advises against a specific behavior using a negative command.,4,0,It logically concludes future need based on current loss.,4,0,It applies to general social dynamics rather than specific events.,4,Avoid harming relationships as you may need help later.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
A stitch in time saves nine.,1,Empirical observation shows minor fixes prevent major repairs.,4,1,It refers to physical effort and material accumulation.,4,0,Stitching represents any maintenance or repair work.,4,0,It advises taking preventive action through a suggestion.,4,0,It concludes that small effort prevents greater effort later.,4,0,It expresses a general principle of maintenance efficiency.,4,Fix problems early to prevent needing more work later.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Actions speak louder than words.,1,Actions have physical effects while words often lack consequence.,3,1,Actions manifest physically while words are often fleeting.,3,0,Suggesting abstract concepts like actions cannot speak literally.,4,0,It implies we should value deeds over verbal claims.,4,0,It logically prioritizes physical evidence over communication.,4,0,It describes a general rule about human trust.,4,Behavior tells the truth more than spoken promises.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Haste makes waste.,1,Rushing objectively increases error rates empirically.,4,1,It refers to physical work time and material loss.,3,0,It uses concise parallelism common in proverbs.,4,0,It advises avoiding rushing by implying it is wrong.,4,0,It concludes a negative outcome directly from the speed.,4,0,It applies broadly to any task involving speed.,4,Rushing often causes errors that require more time to fix.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Too many cooks spoil the broth.,1,Multiple inputs objectively increase coordination errors empirically.,3,1,It is grounded in physical cooking processes.,3,0,Cooks and broth are metaphors for workers and tasks.,4,0,It advises limiting collaboration to maintain quality.,4,0,It concludes failure from a specific condition of abundance.,4,0,It states a general principle about group work.,4,Too many people working together causes errors.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Birds of a feather flock together.,1,Similarity empirically correlates with social proximity.,4,1,It references biological physical traits like feathers.,4,0,It uses biological birds as a metaphor for humans.,4,0,It implies a social norm about how people behave.,3,0,It concludes social patterns from shared physical traits.,4,0,It expresses a broad sociological principle.,4,People with similar traits prefer spending time together.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
What goes up must come down.,1,Gravity is a scientific law empirically verified everywhere.,4,1,It directly describes gravity and mass movement.,4,0,The phrasing is proverbial rather than literal physics.,3,0,It implies a rule of inevitable physical consequence.,2,0,It concludes a necessary physical outcome from an action.,4,0,It is a universal law not tied to one event.,4,All elevated objects eventually fall due to gravity.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Silence is golden.,1,Quietness objectively preserves peace and focus.,3,1,It contrasts sound waves with material value.,2,0,Silence being a metal is metaphorically non-literal.,4,0,"It values silence over noise, implying a moral preference.",4,0,It implies silence leads to better outcomes than noise.,4,0,It expresses a broad value for tranquility.,4,Being quiet is valuable in many situations.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Better late than never.,1,Late arrival objectively preserves the possibility of outcome.,4,1,It refers to temporal reality of existence.,2,0,It uses parallel syntax common in idioms.,4,0,It judges late arrival as preferable to absence.,4,0,It concludes preference based on outcome probability.,4,0,It generalizes to time management broadly.,4,It is better to arrive late than not at all.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Don't judge a book by its cover.,1,Internal content is empirically independent of external design.,4,1,It relies on physical observation versus physical reality.,4,0,Books metaphorically represent people or situations.,4,0,It directly advises against making quick assessments.,4,0,It reasons appearance is insufficient to predict internal quality.,4,0,It applies as a broad heuristic for all things.,4,Appearances are often misleading compared to reality.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Every cloud has a silver lining.,1,Light reflects off clouds physically creating silver effects.,3,1,It physically describes sunlight reflecting off rain clouds.,4,0,Lining refers to physical fabric but here means hidden benefit.,4,0,It advises maintaining optimism in difficult times.,3,0,It concludes there is always a positive angle.,4,0,It asserts a general rule about adversity and hope.,4,Every bad situation has some good aspect.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Still waters run deep.,1,Physical water depth correlates with surface calmness.,4,1,It describes fluid dynamics and surface movement.,4,0,Still waters metaphorically describe personality.,4,0,It values quietness as a sign of depth.,3,0,It infers internal complexity from lack of external noise.,4,0,It applies as a general truth about humans.,4,Quiet people often have complex inner thoughts.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
"Out of sight, out of mind.",1,Memory recall empirically decreases with physical distance.,4,1,It refers to visual input as a physical sense.,4,0,Sight and mind are abstract concepts used literally.,3,0,It implies social habits depend on visible presence.,3,0,It concludes forgetting follows physical invisibility.,4,0,It expresses a general cognitive principle.,4,"If we don't see someone, we forget them.","['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Absence makes the heart grow fonder.,1,Empirical psychological studies show missing people often increases appreciation.,3,1,It relies on the biological organ metaphor heart.,3,0,Fonder is not a physical property of the heart.,4,0,It implies relationships are strengthened by distance.,3,0,It deduces emotional state from physical separation.,4,0,It describes a universal psychological reaction.,4,People like someone more when apart.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Necessity is the mother of invention.,1,Historical data shows needs often precede innovations.,4,1,It refers to biological needs and physical solutions.,4,0,Necessity cannot physically parent a child literally.,4,0,It implies necessity dictates what we should do.,3,0,It concludes creative output follows a specific cause.,4,0,It states a general rule about human innovation.,4,Necessity drives people to create solutions.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
It never rains but it pours.,1,"Statistically, problems often cluster together in reality.",3,1,It describes precipitation physics and volume.,4,0,It uses meteorological imagery to mean general trouble.,4,0,It warns about the concentration of bad events.,3,0,It reasons that one event suggests more will follow.,4,0,It summarizes a general pattern of misfortune.,4,Bad events usually happen all at once.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
You cannot have your cake and eat it too.,1,"Eating destroys cake physically, preventing keeping it.",4,1,It relies on the physical law of consumption.,4,0,It is a classic idiom about trade-offs.,4,0,It suggests choosing one option over another.,4,0,It logically proves mutual exclusivity of two goals.,4,0,It applies to all resource scarcity problems.,4,You cannot keep something and use it simultaneously.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
Time heals all wounds.,1,Medical biology shows tissue repairs over time.,4,1,It is grounded in biological physiology and physics.,4,0,Time cannot physically heal a cut like medicine.,4,0,It implies patience is better than rushing.,3,0,It concludes recovery follows temporal duration.,4,0,It asserts a general truth about recovery.,4,"Over time, pain and injuries subside.","['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
The early bird catches the worm.,1,Prey are empirically less available later in the day.,4,1,It describes real biological feeding dynamics.,4,0,Bird and worm represent people and opportunities.,4,0,It advises acting early to succeed.,4,0,It concludes success follows early timing.,4,0,It is a general maxim about timing.,4,Early action gives advantage.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",inception/mercury-2.5
