statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"Where there's smoke, there's fire.",0,It is a defeasible belief because smoke can have other causes.,3,0,It is a socially shared inference pattern about human affairs.,4,0,It uses smoke and fire as a metaphor for evidence and truth.,4,1,It describes a recurring empirical tendency that signs usually indicate causes.,3,0,It reasons backward from an observed sign to a likely cause.,3,0,"It generalizes from fire to rumors, conflicts, and hidden causes.",4,People often suspect a real cause behind visible signs.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
The grass is always greener on the other side.,0,"It is a subjective maxim, not a provable universal truth.",3,0,It is a socially constructed observation about comparison and envy.,4,0,It uses greener grass as a metaphor for another person's situation.,4,1,It describes a recurring human tendency to overvalue alternatives.,3,0,It infers that perceived alternatives often seem better than one's own lot.,3,0,It generalizes about desire and comparison beyond one lawn.,4,People often desire what others have and undervalue their own situation.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
You can't judge a book by its cover.,0,"It is a subjective maxim with exceptions, not an objective fact.",3,0,It is a socially learned caution about human judgment and presentation.,4,0,It uses a book and cover as a metaphor for people and appearances.,4,1,It describes a recurring social regularity that outer appearance may not match inner value.,2,0,It concludes that external signs are insufficient for judging inner quality.,3,0,"It generalizes beyond books to people, objects, and situations.",4,People commonly warn that appearances can mislead.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A chain is only as strong as its weakest link.,0,"It is a subjective maxim about vulnerability, not an exact law.",3,0,It is a socially shared observation about groups and coordinated effort.,4,0,It uses a chain and link as a metaphor for a group or system.,4,1,It describes a recurring structural tendency in systems and teams.,3,0,It reasons that overall strength is limited by the weakest component.,4,0,"It generalizes from physical chains to teams, plans, and institutions.",4,People understand that a group fails at its most vulnerable point.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Haste makes waste.,0,"It is a defeasible maxim with exceptions, not a strict fact.",3,0,It is a socially transmitted proverb about human action and error.,4,0,"It is an aphorism using rhyme and compression, not plain literal language.",4,1,It describes a recurring practical tendency that rushing increases wasteful errors.,3,0,It infers that excessive speed tends to reduce care and increase waste.,3,0,It generalizes across tasks beyond one hurried action.,4,People often believe rushing causes mistakes and extra work.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
The pen is mightier than the sword.,0,"It is a subjective judgment about comparative power, not an objective fact.",4,0,It is a socially constructed belief about influence in human societies.,4,0,It uses pen and sword as metaphors for words and force.,4,1,It describes a recurring social tendency that communication can overpower coercion.,2,0,It reasons that persuasive ideas can achieve more lasting effects than violence.,3,0,It generalizes about power across history and institutions.,4,People often think writing and ideas can outperform force.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Absence makes the heart grow fonder.,0,"It is a subjective maxim with exceptions, not an objectively proven law.",3,0,It is a socially shared belief about romantic and relational experience.,4,0,It uses the heart as a metaphor for affection.,4,1,It describes a recurring emotional tendency under separation.,3,0,It infers that separation can intensify remembered attachment.,3,0,It generalizes about relationships beyond one specific absence.,4,People often feel more affection when separated from someone.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Laughter is the best medicine.,0,"It is a subjective and hyperbolic maxim, not a medical fact.",4,0,It is a socially learned belief about humor and human health.,4,0,It uses medicine as a metaphor for emotional relief.,4,1,It describes a recurring tendency that laughter can improve mood and coping.,3,0,It concludes that laughter can heal or help in ways medicine alone cannot.,3,0,It generalizes about well-being beyond one joke or one person.,4,People commonly believe humor and joy improve well-being.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Necessity is the mother of invention.,0,"It is a subjective maxim about causes of invention, not an exact law.",3,0,It is a socially shared observation about human problem-solving.,4,0,"It personifies necessity as a mother, a clear metaphor.",4,1,It describes a recurring social tendency that urgent needs stimulate innovation.,3,0,It reasons that unmet needs motivate people to create solutions.,3,0,It generalizes about invention across cultures and historical periods.,4,People often think need drives creative solutions.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Time heals all wounds.,0,"It is a subjective and hyperbolic maxim, not an objectively proven fact.",4,0,It is a socially transmitted belief about human grief and recovery.,4,0,It personifies time as a healer and calls emotional pain wounds.,4,1,It describes a recurring emotional tendency that pain fades over time.,2,0,It infers that temporal distance tends to reduce emotional suffering.,3,0,It generalizes about recovery beyond one person's experience.,4,People often believe emotional pain lessens as time passes.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"In most jurisdictions, drivers should stop at red traffic lights.",1,The existence of this traffic rule can be verified in legal codes. It is not merely opinion because the rule is objectively documented.,4,0,"Traffic laws are human-made social rules. It is not physical because it depends on legal convention, not natural law.",4,1,The sentence means exactly what it says about drivers and red lights. It contains no metaphor or figure of speech.,4,0,"It states a should-rule, not merely a description. It is not positive because it prescribes behavior.",4,0,The rule follows from traffic-safety logic and legal coordination. It is not raw knowledge because it is a conclusion about proper conduct.,3,0,"It is a general legal rule across many places, not one person's specific observation. It is not merely everyday because it states a broad norm.",3,It is common knowledge that red lights mean stop and that drivers are expected to obey them.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"In public queues, people should wait their turn.",1,The existence of this norm can be documented in social practice. It is not purely subjective because the convention is observable.,3,0,"Queueing is a human convention. It is not physical because it depends on social agreement, not natural law.",4,1,The sentence plainly means that people should await their turn. It uses no figurative language.,4,0,It states how people should behave in queues. It is not positive because it prescribes a social expectation.,4,0,The rule follows from fairness and order-maintenance logic. It is not mere knowledge because it concludes how one ought to act.,3,0,It describes a general social regularity rather than one specific line. It is not merely everyday because it abstracts a norm from many instances.,3,Waiting in line is a familiar social rule that prevents disorder.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"When asking for a favor, one should say please.",1,This etiquette norm can be observed and documented across many groups. It is not merely opinion because its social existence is verifiable.,3,0,Politeness is a human social convention. It is not physical because it is not a natural law.,4,1,The sentence means exactly that one should use the word please. It has no metaphor or exaggeration.,4,0,It prescribes polite behavior when making requests. It is not positive because it says what one should do.,4,0,The rule follows from respect and social cooperation logic. It is not mere knowledge because it concludes a proper manner of asking.,3,0,"It is a general etiquette rule, not a single event. It is not merely everyday because it states a broad social principle.",3,Saying please is a basic politeness rule taught in many societies.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"During conversations, one should not interrupt a speaker.",1,The existence of this politeness norm can be documented in social behavior. It is not purely subjective because the norm itself is observable.,3,0,Conversational turn-taking is a human social practice. It is not physical because it depends on social norms.,4,1,The sentence plainly forbids interrupting during conversations. It contains no figurative expression.,4,0,It states a should-not rule for conversation. It is not positive because it prescribes conduct.,4,0,The rule follows from respect and turn-taking logic. It is not mere knowledge because it concludes how one ought to converse.,3,0,"It is a general communication norm, not one specific conversation. It is not merely everyday because it abstracts across many interactions.",3,Not interrupting is widely taught as respectful conversational behavior.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Parents should provide food and shelter for their minor children.,1,This duty is codified in many legal systems and social norms. It is not merely opinion because such rules can be verified.,4,0,Parental responsibility is a human social and legal institution. It is not physical because it is not a natural law.,4,1,The sentence means exactly that parents should supply basic necessities. It uses no figure of speech.,4,0,It states a parental obligation. It is not positive because it prescribes responsibility.,4,0,The duty follows from children's dependency and social continuity. It is not mere knowledge because it concludes what parents ought to do.,3,0,"It is a general principle of parental duty, not one family's situation. It is not merely everyday because it states a broad rule.",3,It is common sense that parents are responsible for basic care of their young children.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"In public, one should cover one's mouth when coughing.",1,The norm can be documented in public-health guidance and social practice. It is not merely opinion because the guidance is verifiable.,4,0,Cough etiquette is a human social convention. It is not physical because it is a behavioral norm.,4,1,The sentence plainly means covering the mouth while coughing. It has no figurative meaning.,4,0,It prescribes hygienic public behavior. It is not positive because it says what one should do.,4,0,The rule follows from germ-spread and courtesy logic. It is not mere knowledge because it concludes a proper action.,3,0,"It is a general public-health norm, not a single cough. It is not merely everyday because it states a broad expectation.",3,Covering a cough is a basic public-health courtesy most people learn.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Borrowers should return library books by the due date.,1,The rule exists in library policies and can be checked. It is not merely opinion because institutional rules are documented.,4,0,Library lending is a human institution with rules. It is not physical because it depends on social organization.,4,1,The sentence means exactly that books should be returned by the due date. It uses no metaphor.,4,0,It states an obligation for borrowers. It is not positive because it prescribes behavior.,4,0,The rule follows from shared access and fairness logic. It is not mere knowledge because it concludes what borrowers ought to do.,3,0,"It is a general institutional rule, not one loan. It is not merely everyday because it states a broad policy.",3,Library users are generally expected to return borrowed books on time.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Employees should follow workplace safety rules.,1,Many safety rules are legally mandated and documented. It is not merely opinion because compliance requirements can be verified.,4,0,Workplace safety is a human organizational rule. It is not physical because it is a social and legal requirement.,4,1,The sentence plainly means employees should obey safety rules. It has no figurative language.,4,0,It prescribes employee conduct. It is not positive because it states what workers should do.,4,0,The rule follows from injury-prevention and legal-compliance logic. It is not mere knowledge because it concludes proper conduct.,3,0,"It is a general workplace principle, not one job task. It is not merely everyday because it covers many workplaces.",3,Workers are commonly expected to obey safety rules to prevent injury.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Citizens should obey the law.,1,The norm is embedded in legal systems and can be documented. It is not merely opinion because legal duties are verifiable.,4,0,Law is a human social institution. It is not physical because it depends on political and legal convention.,4,1,The sentence means exactly that citizens should follow the law. It uses no figure of speech.,4,0,It states a civic obligation. It is not positive because it prescribes obedience.,4,0,The principle follows from social order and legal coordination logic. It is not mere knowledge because it concludes a duty.,3,0,"It is a general principle of citizenship, not one statute. It is not merely everyday because it applies broadly.",3,It is a basic social expectation that citizens follow the law.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
People should keep promises they make.,1,The existence of this norm can be documented across societies. It is not purely subjective because the social expectation is observable.,3,0,Promise-keeping is a human social norm. It is not physical because it depends on mutual expectations.,4,1,The sentence plainly means people should fulfill promises. It contains no metaphor.,4,0,It states a moral should-rule. It is not positive because it prescribes trustworthiness.,4,0,The rule follows from trust and social cooperation logic. It is not mere knowledge because it concludes an obligation.,3,0,"It is a general principle of promise-keeping, not one promise. It is not merely everyday because it abstracts across many cases.",3,Keeping promises is a widely recognized moral and social expectation.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
One should apologize after knowingly hurting someone.,1,The existence of this social norm can be documented. It is not merely opinion because the expectation is observable in many cultures.,3,0,Apology is a human social practice. It is not physical because it depends on social meaning.,4,1,The sentence means exactly that one should apologize after known harm. It uses no figurative language.,4,0,It prescribes corrective behavior. It is not positive because it says what one should do.,4,0,The rule follows from responsibility and relationship-repair logic. It is not mere knowledge because it concludes a duty.,3,0,"It is a general norm about apology, not one incident. It is not merely everyday because it states a broad principle.",3,Apologizing after causing harm is a familiar social and moral expectation.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Witnesses in court should not lie under oath.,1,This duty is codified in perjury laws and can be verified. It is not merely opinion because legal rules are documented.,4,0,Court oaths are human legal conventions. It is not physical because they depend on legal institutions.,4,1,The sentence plainly forbids lying under oath. It contains no metaphor or exaggeration.,4,0,It states a legal and moral should-not rule. It is not positive because it prescribes truthful testimony.,4,0,The rule follows from justice and fact-finding logic. It is not mere knowledge because it concludes proper conduct in court.,3,0,"It is a general legal principle, not one testimony. It is not merely everyday because it applies across court proceedings.",3,It is common legal sense that sworn witnesses must tell the truth.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
People should respect others' personal space.,1,The existence of this norm can be documented across social groups. It is not purely subjective because cultural expectations are observable.,3,0,Personal space is a human social construction. It is not physical because its boundaries vary by culture and context.,4,1,The sentence plainly means respecting others' spatial boundaries. It uses no figure of speech.,4,0,It prescribes respectful spatial behavior. It is not positive because it states what people should do.,4,0,The rule follows from comfort and boundary-respect logic. It is not mere knowledge because it concludes a social duty.,3,0,"It is a general social norm, not one encounter. It is not merely everyday because it abstracts across interactions.",3,Respecting personal space is a common social rule in many cultures.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Students should complete assigned homework.,1,The expectation exists in school policies and can be checked. It is not merely opinion because institutional rules are documented.,4,0,Homework is a human educational convention. It is not physical because it depends on schooling institutions.,4,1,The sentence means exactly that students should finish assigned homework. It has no figurative meaning.,4,0,It states an academic obligation. It is not positive because it prescribes student behavior.,4,0,The rule follows from learning and accountability logic. It is not mere knowledge because it concludes what students ought to do.,3,0,"It is a general educational rule, not one assignment. It is not merely everyday because it applies across schooling.",3,It is a standard school expectation that students do their homework.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Doctors should keep patient information confidential.,1,This duty is codified in medical ethics and privacy laws. It is not merely opinion because such rules can be verified.,4,0,Medical confidentiality is a human professional norm. It is not physical because it depends on ethical and legal institutions.,4,1,The sentence plainly means doctors should protect patient information. It uses no metaphor.,4,0,It states a professional duty. It is not positive because it prescribes confidentiality.,4,0,The rule follows from privacy and trust logic in medicine. It is not mere knowledge because it concludes an obligation.,3,0,"It is a general medical principle, not one patient case. It is not merely everyday because it applies across practice.",3,Medical confidentiality is a basic professional and ethical expectation.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Passengers should wear seatbelts when riding in cars.,1,Seatbelt laws and safety recommendations can be verified. It is not merely opinion because the rule is documented.,4,0,Seatbelt rules are human legal and safety conventions. It is not physical because they are mandated by society.,4,1,The sentence means exactly that passengers should use seatbelts. It contains no figure of speech.,4,0,It prescribes safe passenger behavior. It is not positive because it states what passengers should do.,4,0,The rule follows from crash-injury prevention logic. It is not mere knowledge because it concludes a safety duty.,3,0,"It is a general safety rule, not one car ride. It is not merely everyday because it applies broadly.",3,Wearing a seatbelt is a widely known safety rule for car passengers.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
People should not take property that belongs to others.,1,This prohibition is codified in legal systems and can be verified. It is not merely opinion because laws against theft are documented.,4,0,Property rights are human social and legal institutions. It is not physical because ownership depends on convention.,4,1,The sentence plainly forbids taking others' property. It uses no metaphor.,4,0,It states a should-not moral and legal rule. It is not positive because it prescribes behavior.,4,0,The rule follows from ownership and social order logic. It is not mere knowledge because it concludes an obligation.,3,0,"It is a general principle of property respect, not one theft. It is not merely everyday because it applies broadly.",3,It is a basic moral and legal rule that one should not steal.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Bystanders should help someone in danger when safe.,1,"The existence of this norm can be documented, though its moral force is debated. It is not purely subjective because social expectations are observable.",2,0,Duty to help is a human social and moral norm. It is not physical because it depends on ethical expectations.,4,1,The sentence plainly means bystanders should assist when safe. It uses no figurative language.,4,0,It states a moral should-rule for bystanders. It is not positive because it prescribes helpful action.,4,0,The rule follows from benevolence and risk-assessment logic. It is not mere knowledge because it concludes a duty.,3,0,"It is a general moral principle, not one emergency. It is not merely everyday because it abstracts across situations.",3,Helping others in danger when one can do so safely is a common moral expectation.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Residents should pay taxes required by law.,1,Tax obligations are codified in law and can be verified. It is not merely opinion because legal requirements are documented.,4,0,Taxation is a human social and legal institution. It is not physical because it depends on government rules.,4,1,The sentence means exactly that residents should pay lawful taxes. It contains no metaphor.,4,0,It states a civic and legal obligation. It is not positive because it prescribes payment.,4,0,The rule follows from public funding and legal compliance logic. It is not mere knowledge because it concludes a duty.,3,0,"It is a general legal principle, not one tax bill. It is not merely everyday because it applies to residents broadly.",3,Paying legally required taxes is a common civic responsibility.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Hosts should greet guests politely.,1,The existence of this hospitality norm can be documented across societies. It is not purely subjective because the convention is observable.,3,0,Hospitality is a human social convention. It is not physical because it depends on cultural expectations.,4,1,The sentence plainly means hosts should greet guests courteously. It uses no figure of speech.,4,0,It prescribes polite host behavior. It is not positive because it says what hosts should do.,4,0,The rule follows from respect and guest-host role logic. It is not mere knowledge because it concludes proper conduct.,3,0,"It is a general hospitality norm, not one visit. It is not merely everyday because it applies across many social gatherings.",3,Greeting guests politely is a basic hospitality expectation in many cultures.,"['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
You reap what you sow.,1,Its literal farming claim can be tested independently of opinion. Confidence 3.,3,1,"The literal mechanism is plant growth in soil, an objective biological process. Confidence 3.",3,0,It uses sowing and reaping as a metaphor for conduct and outcomes. Confidence 4.,4,0,It recommends taking responsibility for one's actions. Confidence 4.,4,0,"It infers future consequences from present actions, not mere observation. Confidence 4.",4,0,It states a general causal regularity beyond one person's experience. Confidence 4.,4,It captures the common principle that actions bring fitting consequences.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Look before you leap.,1,Its literal claim about avoiding unseen hazards is testable. Confidence 3.,3,1,Falling and collision are governed by objective physical forces. Confidence 4.,4,0,It uses leaping as a metaphor for action. Confidence 4.,4,0,It advises caution as a prudent norm. Confidence 4.,4,0,"It concludes that checking first reduces harm, using knowledge of falls. Confidence 4.",4,0,It generalizes caution beyond one specific jump. Confidence 4.,4,It common-sensically urges caution before risky action.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A rolling stone gathers no moss.,1,The literal claim about moss on moving stones is empirically checkable. Confidence 3.,3,1,Moss growth and abrasion are objective biological and physical processes. Confidence 3.,3,0,It uses stone and moss as a metaphor for people and habits. Confidence 4.,4,0,It often advises embracing change or warns against stagnation. Confidence 3.,3,0,"It infers that constant motion prevents accumulation, based on natural processes. Confidence 4.",4,0,It states a general pattern about motion and accumulation. Confidence 4.,4,It expresses the common idea that motion prevents stagnation or accumulation.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Haste makes waste.,1,The claim that haste often increases waste is empirically testable. Confidence 3.,3,1,"It concerns physical task efficiency and error, but weakly natural. Confidence 2.",2,0,It uses aphoristic repetition and metaphor of waste. Confidence 4.,4,0,"It advises against undue haste, a practical norm. Confidence 4.",4,0,It infers that rushing causes errors and wasted effort. Confidence 4.,4,0,It generalizes about speed and error across tasks. Confidence 4.,4,It reflects the common experience that rushing often causes mistakes.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Too many cooks spoil the broth.,1,The literal cooking claim can be tested by repeated trials. Confidence 3.,3,1,Broth chemistry and task coordination have objective physical aspects. Confidence 2.,2,0,It uses broth-making as a metaphor for group projects. Confidence 4.,4,0,It advises limiting interference or respecting clear roles. Confidence 4.,4,0,It infers that excess contributors can cause errors in a shared task. Confidence 4.,4,0,It states a general coordination regularity beyond one kitchen. Confidence 4.,4,It captures the common warning that excess involvement ruins a shared effort.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
You can't squeeze blood from a turnip.,1,The literal biological claim is demonstrably true. Confidence 4.,4,1,Turnip anatomy and blood absence are objective biological facts. Confidence 4.,4,0,It uses turnip squeezing as a hyperbole for impossible demands. Confidence 4.,4,0,It warns against demanding impossible things. Confidence 4.,4,0,It concludes impossibility from knowledge that turnips lack blood. Confidence 4.,4,0,It states a general limit on extracting what is not there. Confidence 4.,4,It expresses the common warning against demanding impossible things.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Blood is thicker than water.,1,Blood is measurably more viscous than water. Confidence 4.,4,1,Viscosity is an objective physical property. Confidence 4.,4,0,It uses fluid viscosity as a metaphor for social bonds. Confidence 4.,4,0,It values family loyalty over other ties. Confidence 3.,3,0,It infers stronger bonds from a physical comparison of liquids. Confidence 3.,3,0,It generalizes about kinship obligations beyond one family. Confidence 3.,3,It expresses the common belief that family bonds often outweigh other ties.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
An apple a day keeps the doctor away.,1,Nutrition research can test whether apples reduce some health risks. Confidence 3.,3,1,Apple nutrition affects human biology objectively. Confidence 3.,3,0,It uses rhyme and hyperbole about doctors. Confidence 4.,4,0,It advises eating fruit as a healthy habit. Confidence 4.,4,0,It infers health benefits from daily fruit consumption. Confidence 3.,3,0,It states a general health regularity beyond one apple. Confidence 3.,3,It reflects the common advice that simple healthy habits support well-being.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A stitch in time saves nine.,1,The literal sewing claim can be tested by repair outcomes. Confidence 3.,3,1,Fabric tears and repair involve objective material properties. Confidence 3.,3,0,It uses sewing as a metaphor for preventive effort. Confidence 4.,4,0,It advises prompt action as a prudent norm. Confidence 4.,4,0,It infers that early repair prevents larger damage. Confidence 4.,4,0,It generalizes about timely maintenance beyond sewing. Confidence 4.,4,It captures the common wisdom that timely repair prevents larger problems.,"['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
