statementId,statement,statementSource,fact,physical,literal language,positive,knowledge,everyday
9006,Taking vitamins supports health.,GPT,1,1,1,1,1,1
9007,Pi (π) is approximately 3.14.,GPT,1,1,1,1,1,1
9008,Colosseums symbolize ancient civilizations.,GPT,1,1,1,1,1,1
9009,Advances in medicine extend human life.,GPT,1,1,1,1,1,1
9010,Nanotechnology has applications in medicine.,GPT,1,1,1,1,1,1
9011,Nature tends to restore balance.,GPT,1,1,1,1,1,1
9012,Algorithmic logic drives computations.,GPT,1,1,1,0,1,1
9013,Gothic cathedrals were architecturally innovative.,GPT,1,1,1,0,1,1
9014,Fact-checking ensures accuracy.,GPT,1,1,1,0,1,1
9015,Sleep restores mental clarity.,GPT,1,1,1,0,1,1
9016,Regular physical exams detect issues early.,GPT,1,1,1,0,1,1
9017,Safety protocols prevent accidents.,GPT,1,1,1,0,1,1
9018,Iron clothes for a polished appearance.,GPT,1,1,1,0,1,1
9019,Precision medicine tailors treatment to individuals.,GPT,1,1,1,0,1,1
9020,Shelves should be dusted regularly to maintain cleanliness.,GPT,1,1,1,0,1,1
9021,Practicing tai chi promotes balance.,GPT,1,1,1,0,1,1
9022,Critical analysis refines models.,GPT,1,1,1,0,1,1
9023,The Gutenberg Bible marked a printing milestone.,GPT,1,1,1,0,1,1
9024,Structured analyses refine processes.,GPT,1,1,1,0,1,1
9025,Graphic novels tell extended stories.,GPT,1,1,1,0,1,1
9026,Puzzles stimulate the brain.,GPT,1,1,1,0,1,1
9027,Handwritten letters feel personal.,GPT,0,1,1,0,1,1
9028,Beauty is skin deep.,GPT,0,1,1,0,1,1
9029,Stargazing can be awe-inspiring.,GPT,0,1,1,0,1,1
9030,A hearty breakfast fuels your day.,GPT,0,1,1,0,1,1
9031,Trees whisper soothing sounds.,GPT,0,1,1,0,1,1
9032,Plays explore complex narratives.,GPT,0,1,1,0,1,1
9033,Gardens can be therapeutic.,GPT,0,1,1,0,1,1
9034,Online learning platforms democratize education.,GPT,0,1,1,0,1,1
9035,Cycling keeps you young.,GPT,0,1,1,0,1,1
9036,Evening walks help to unwind.,GPT,0,1,1,0,1,1
9037,Portraits capture a person's likeness.,GPT,0,1,1,0,1,1
9038,Calligraphy turns writing into art.,GPT,0,1,1,0,1,1
9039,The Industrial Revolution reshaped societies.,GPT,0,1,1,0,1,1
9040,Ethical hacking safeguards systems.,GPT,0,1,1,0,1,1
9041,Shamanic journeys often involve trance states.,GPT,0,1,1,0,1,1
9042,Clear logic disentangles problems.,GPT,0,0,1,0,1,0
9043,Legal systems uphold social order.,GPT,0,0,1,0,1,0
9044,Unity is strength.,GPT,0,0,1,0,1,0
9045,Logical fallacies weaken arguments.,GPT,0,0,1,0,1,0
9046,Hypotheses must be testable.,GPT,0,0,1,0,1,0
9047,Thorough analysis prevents missteps.,GPT,0,0,1,0,1,0
9048,The Enlightenment era promoted reason.,GPT,0,0,1,0,1,0
9049,Patience is a virtue.,GPT,0,0,1,0,1,0
9050,Rational exploration seeks truth.,GPT,0,0,1,0,1,0
9051,Socratic questioning promotes deep understanding.,GPT,0,0,1,0,1,0
9052,Knowledge builds wisdom.,GPT,0,0,1,0,1,0
9053,Open-mindedness encourages learning.,GPT,0,0,1,0,1,0
9054,It takes two to tango.,GPT,0,0,1,0,1,0
9055,Social equity promotes fairness.,GPT,0,0,1,0,1,0
9056,Civil rights movements championed equality.,GPT,0,0,1,0,1,0
9057,A clear goal sets the path.,GPT,0,0,1,0,0,0
9058,Kindness spreads like wildfire.,GPT,0,0,1,0,0,0
9059,Good deeds spread goodwill.,GPT,0,0,1,0,0,0
9060,Objective critique refines practices.,GPT,0,0,1,0,0,0
9061,Ignorance is bliss.,GPT,0,0,1,0,0,0
9062,Humility cultivates respect.,GPT,0,0,1,0,0,0
9063,Apologizing can restore harmony.,GPT,0,0,1,0,0,0
9064,Offering forgiveness heals hurts.,GPT,0,0,1,0,0,0
9065,Encouragement inspires action.,GPT,0,0,1,0,0,0
9066,Spill the beans means reveal a secret.,GPT,0,0,1,0,0,0
9067,"Waste not, want not.",GPT,0,0,1,0,0,0
9068,Humility precedes honor.,GPT,0,0,1,0,0,0
9069,He who hesitates is lost.,GPT,0,0,1,0,0,0
9070,Gratitude fosters joy.,GPT,0,0,1,0,0,0
9071,Actions speak louder than words.,GPT,0,0,1,0,0,0
9072,Cultural sagas recount historical events.,GPT,1,0,1,0,1,1
9073,Monastic orders follow strict rules.,GPT,1,0,1,0,1,1
9074,Logical steps enhance procedures.,GPT,1,0,1,0,1,1
9075,Shintoism involves purification rituals.,GPT,1,0,1,0,1,1
9076,Mindfulness improves focus.,GPT,1,0,1,0,1,1
9077,Practicing instruments prepares for performances.,GPT,1,0,1,0,1,1
9078,Structured frameworks guide learning.,GPT,1,0,1,0,1,1
9079,Structured preparations ensure readiness.,GPT,1,0,1,0,1,1
9080,Proof by contradiction validates theorems.,GPT,1,0,1,0,1,1
9081,Writing lists organizes tasks.,GPT,1,0,1,0,1,1
9082,Synagogues are places of Jewish worship.,GPT,1,0,1,0,1,1
9083,Judaism observes the Sabbath weekly.,GPT,1,0,1,0,1,1
9084,Methodologies standardize procedures.,GPT,1,0,1,0,1,1
9085,Ramadan is a holy month in Islam.,GPT,1,0,1,0,1,1
9086,Tipping in restaurants is customary.,GPT,1,0,1,0,1,1
9087,Sharing meals creates bonds.,GPT,0,0,1,0,1,1
9088,Handwritten notes show thoughtfulness.,GPT,0,0,1,0,1,1
9089,Read books to expand knowledge.,GPT,0,0,1,0,1,1
9090,Folktales reflect indigenous knowledge.,GPT,0,0,1,0,1,1
9091,Objective criteria ensure fairness.,GPT,0,0,1,0,1,1
9092,"Shintoism focuses on kami, or spiritual beings.",GPT,0,0,1,0,1,1
9093,A smile is contagious.,GPT,0,0,1,0,1,1
9094,History repeats itself.,GPT,0,0,1,0,1,1
9095,Dogs are loyal animals.,GPT,0,0,1,0,1,1
9096,Sharing is caring.,GPT,0,0,1,0,1,1
9097,AI ethics address bias concerns.,GPT,0,0,1,0,1,1
9098,Novels can offer social commentary.,GPT,0,0,1,0,1,1
9099,Clear logic explains phenomena.,GPT,0,0,1,0,1,1
9100,Team sports build camaraderie.,GPT,0,0,1,0,1,1
9101,Many cultures practice ancestor worship.,GPT,0,0,1,0,1,1
9102,Hosting dinner parties fosters relationships.,GPT,0,0,1,0,0,1
9103,Adhering to deadlines shows responsibility.,GPT,0,0,1,0,0,1
9104,Sharing spreads joy.,GPT,0,0,1,0,0,1
9105,Saying good morning builds rapport.,GPT,0,0,1,0,0,1
9106,Compliments uplift spirits.,GPT,0,0,1,0,0,1
9107,Kind gestures build strong bonds.,GPT,0,0,1,0,0,1
9108,Compliments boost self-esteem.,GPT,0,0,1,0,0,1
9109,Offering comfort eases pain.,GPT,0,0,1,0,0,1
9110,Encouragement fuels motivation.,GPT,0,0,1,0,0,1
9111,Greetings establish rapport in conversations.,GPT,0,0,1,0,0,1
9112,Comforting words ease difficult emotions.,GPT,0,0,1,0,0,1
9113,Using please shows respect.,GPT,0,0,1,0,0,1
9114,A warm smile invites friendliness.,GPT,0,0,1,0,0,1
9115,Lending an ear shows empathy.,GPT,0,0,1,0,0,1
9116,Timely responses are respectful.,GPT,0,0,1,0,0,1
9117,Algebra is the language translating reality into abstract whispers.,GPT,0,1,1,0,1,0
9118,Calculus bridges finite points with infinite horizons in nature's canvas.,GPT,1,1,1,1,1,0
9119,"Geometry shapes the universe's unseen architecture, forging reality.",GPT,1,1,1,1,1,0
9120,"Gravity is the universe's anchor, grounding cosmic seas of stars.",GPT,1,1,1,1,1,0
9121,Infinity is the mirror reflecting mathematics' endless pursuit.,GPT,0,1,1,0,1,0
9122,Logic guides us through the intricate maze of understanding.,GPT,0,0,1,0,1,0
9123,"Mathematics spins webs of logic, catching fleeting truths of existence.",GPT,0,1,1,0,1,0
9124,"Parabolas are nature's curves, arching through reality's unseen fabric.",GPT,1,1,1,1,1,0
9125,"Pi is the endless melody, singing circles' infinite symphony.",GPT,0,1,1,0,1,1
9126,"Prime numbers are the universe's silent sentinels, guarding mystery.",GPT,0,1,1,0,1,0
9127,"Religion offers a compass, pointing to heavens unseen by the naked eye.",GPT,0,1,1,0,1,0
9128,Statistics paint patterns on the canvas of improbable events.,GPT,0,1,1,0,1,0
9129,"The triangle's sum is an eternal truth, defying dimensions.",GPT,0,1,1,1,1,0
9130,*Mathematics is the compass navigating the ocean of the unknown.*,GPT,0,1,1,0,1,0
9131,"3D printing is the creator’s tool, crafting objects from imagination.",GPT,0,1,1,0,1,1
9132,A balanced diet is the compass navigating wellness’s expansive ocean.,GPT,0,1,1,0,1,1
9133,A belief system is a raft navigating the river of existence.,GPT,0,0,1,0,1,0
9134,A car engine converts fuel into mechanical energy for movement.,GPT,1,1,1,1,1,1
9135,A circle's circumference is calculated using its radius.,GPT,1,1,1,1,1,1
9136,A compass needle points towards the magnetic north pole.,GPT,1,1,1,1,1,1
9137,A function maps inputs to specific outputs.,GPT,1,1,1,1,1,1
9138,A hypothesis is a proposed explanation tested through empirical observation.,GPT,1,0,1,0,1,0
9139,A map's scale represents real-world distances proportionately.,GPT,1,1,1,1,1,1
9140,"A parabola is a symmetrical curve, graphically represented by a quadratic equation.",GPT,1,1,1,1,1,1
9141,A society's art mirrors its collective hopes and fears.,GPT,0,0,1,0,1,0
9142,A square has four sides of equal length.,GPT,1,1,1,1,1,1
9143,A stop sign means drivers must halt before proceeding.,GPT,1,1,1,0,1,1
9144,A theorem provides a proven statement within a mathematical framework.,GPT,1,1,1,0,1,0
9145,A tree's age can be determined by counting its rings.,GPT,1,1,1,1,1,1
9146,A triangle’s interior angles sum to 180 degrees.,GPT,1,1,1,1,1,1
9147,A year is approximately 365.25 days due to Earth's orbit.,GPT,1,1,1,1,1,1
9148,Adequate rest is crucial for muscle recovery and growth.,GPT,1,1,1,1,1,1
9149,Adequate rest is the silent ally in fitness’s unyielding marathon.,GPT,0,1,1,0,1,1
9150,"Aerodynamics is the wind's tutor, teaching machines the art of flight.",GPT,0,1,1,0,1,0
9151,Air feels thick with unspoken truths hanging like storm clouds.,GPT,0,1,1,0,1,0
9152,Algebra involves solving equations and understanding functions.,GPT,1,1,1,1,1,1
9153,Algebra uses symbols to solve equations representing relationships.,GPT,1,1,1,1,1,1
9154,Algebra whispers secrets only the careful listener will decipher.,GPT,0,1,1,0,1,0
9155,Altruism in religious doctrines parallels evolutionary biology's kin selection.,GPT,0,0,1,0,1,0
9156,Ambition is the fire fueling humanity’s relentless quest for progress.,GPT,0,0,1,0,1,0
9157,An odd number is not divisible evenly by two.,GPT,1,1,1,1,1,1
9158,Ancient myths reflect archetypes resembling evolutionary psychological patterns.,GPT,0,0,1,0,1,1
9159,"Antarctica is the coldest continent, located at the southernmost part of Earth.",GPT,1,1,1,1,1,1
9160,Area calculations require understanding dimension relationships in geometric figures.,GPT,1,1,1,1,1,1
9161,Arithmetic is the skeleton holding up the flesh of comprehension.,GPT,1,1,1,0,1,0
9162,Art can challenge norms and inspire social change.,GPT,0,0,1,0,1,0
9163,"Art challenges societal norms, sparking conversations and reflections.",GPT,0,0,1,0,1,0
9164,Art conveys cultural stories through visual and emotional expressions.,GPT,0,0,1,0,1,0
9165,Art movements often reflect shifts in cultural attitudes.,GPT,0,0,1,0,1,0
9166,Art shapes and reflects societal values and norms.,GPT,0,0,1,0,1,0
9167,"Artificial intelligence automates tasks, enhancing efficiency in various industries.",GPT,1,1,1,0,1,1
9168,"Artificial intelligence mimics human reasoning, expanding technological frontiers.",GPT,1,1,1,0,1,0
9169,"Artistic expression weaves a tapestry of hopes and histories, inviting reflection.",GPT,0,0,1,0,1,0
9170,"Artistic styles vary across cultures, reflecting diverse values.",GPT,0,0,1,0,1,0
9171,Atoms are the fundamental building blocks of matter.,GPT,1,1,1,1,1,1
9172,Augmented reality overlays digital information onto physical perceptions.,GPT,1,1,1,1,1,1
9173,Authenticity is the light breaking through conformity's shadow.,GPT,0,0,1,0,1,0
9174,Axioms are self-evident truths forming the foundation of mathematical systems.,GPT,1,1,1,1,1,0
9175,Axioms are the seeds from which mathematical forests grow.,GPT,1,1,1,1,1,0
9176,Bacteria reproduce rapidly under favorable conditions like warmth and moisture.,GPT,1,1,1,1,1,1
9177,Balance is the tightrope walker on the wire of health.,GPT,0,1,1,0,1,1
9178,"Beauty is in the eye of the beholder, elusive to measurement.",GPT,0,0,0,0,1,0
9179,"Beauty is the butterfly of perception, fluttering on fantasy’s colorful wings.",GPT,0,0,1,0,1,0
9180,Belief systems anchor the soul amidst life's turbulent currents.,GPT,0,0,1,0,1,0
9181,"Belief systems are societal blueprints, mapping spiritual landscapes.",GPT,0,0,1,0,1,0
9182,Belief systems provide frameworks for understanding the world.,GPT,0,0,1,0,1,0
9183,Belief systems sculpt individual perceptions like water shaping rock over time.,GPT,0,1,1,0,1,0
9184,"Belief systems, like mathematics, strive to decode life’s grand equations.",GPT,0,0,1,0,1,0
9185,Beliefs about history often mix facts with collective narratives.,GPT,0,0,1,0,1,0
9186,Beliefs are the shadows cast by the mind's light.,GPT,0,0,1,0,1,0
9187,Beliefs can shape responses to life's uncertainties and trials.,GPT,0,0,1,0,1,0
9188,Beliefs often color perceptions of historical events.,GPT,0,0,1,0,1,0
9189,"Beliefs shape the paintings of cultural reality, vivid yet unseen.",GPT,0,0,1,0,1,0
9190,Biological processes underpin life through cellular interactions.,GPT,1,1,1,1,1,1
9191,Biometrics unlock the unique map of personal identity.,GPT,1,1,1,0,1,1
9192,Blood pressure measures force of blood against artery walls.,GPT,1,1,1,1,1,1
9193,"Body heat dissipates, mirroring the entropy of energy's restless voyage.",GPT,1,1,1,1,1,1
9194,Body weight is gravity's silent partner in the health dance.,GPT,0,1,1,1,1,1
9195,Bones provide structure and support for the human body.,GPT,1,1,1,1,1,1
9196,"Brainwaves are the symphony of thought, conducted by neural maestros.",GPT,0,1,1,0,1,0
9197,"Breath is the rhythm of life, sustaining humanity's unending melody.",GPT,0,1,1,0,1,0
9198,Calculus bridges the finite with the infinite beyond mere ocular gaze.,GPT,0,1,1,1,1,0
9199,Calculus reveals the hidden dance between finiteness and infinity.,GPT,1,1,1,1,1,0
9200,Calculus studies rates of change and accumulation.,GPT,1,1,1,1,1,1
9201,"Caloric balance is life's ledger, always speaking the truth.",GPT,0,1,1,0,1,0
9202,Cardiovascular exercise enhances heart and lung function.,GPT,1,1,1,1,1,1
9203,Cardiovascular exercise pumps vitality through a body's circulatory highways.,GPT,1,1,1,1,1,1
9204,"Cells are the microscopic artisans, crafting the tapestry of life seamlessly.",GPT,0,1,1,1,1,1
9205,"Chemical bonds are nature's glue, holding reality together.",GPT,1,1,1,1,1,1
9206,Chemical reactions occur at specific rates influenced by temperature.,GPT,1,1,1,1,1,1
9207,"Chemistry connects us, binding individual molecules into life's shared experience.",GPT,0,1,1,1,1,0
9208,Climate change is a widely discussed and debated global issue.,GPT,1,1,1,1,1,1
9209,"Climate models reflect anthropocentric views, not purely objective equations.",GPT,1,1,1,1,1,1
9210,Coding languages are architects scripting the blueprint of digital realities.,GPT,1,1,1,0,1,0
9211,Cognitive dissonance is the mind's storm clashing belief and evidence.,GPT,0,0,1,0,1,0
9212,Common beliefs often echo the whispers of society's silent architects.,GPT,0,0,1,0,1,0
9213,Communication is the dance of words between people.,GPT,0,0,1,0,1,0
9214,"Communication is the lifeblood of society, flowing through conversations and connections.",GPT,0,0,1,0,1,0
9215,Community values are the silent architects shaping society's edifice.,GPT,0,0,1,0,1,0
9216,"Computers are the wizards, transforming data spells into visible wonders.",GPT,0,1,1,0,1,0
9217,Computers perform calculations with incredible speed and accuracy.,GPT,1,1,1,0,1,1
9218,Consciousness is the vibrant dance of neurons in cognitive harmony.,GPT,0,1,1,0,1,0
9219,Consistency is the heartbeat of sustained health and vigor.,GPT,0,1,1,0,1,0
9220,Consistency is the steadfast lighthouse on health's often stormy seas.,GPT,0,1,1,0,1,0
9221,Consistent exercise can help in weight management.,GPT,1,1,1,0,1,1
9222,Consistent exercise can prevent chronic health conditions.,GPT,1,1,1,1,1,1
9223,Consistent time management improves productivity and balance.,GPT,1,1,1,0,1,1
9224,Continental drift explains the gradual movement of Earth's continents.,GPT,1,1,1,1,1,1
9225,Continents drift upon Earth's surface like leaves on a pond.,GPT,1,1,1,1,1,1
9226,Continents form massive landmasses surrounded by Earth's oceans.,GPT,1,1,1,1,1,1
9227,Conventional wisdom paints the world with broad skepticism and inspiration.,GPT,0,0,1,0,1,0
9228,Courage is the storm roaring in the silence of fear's hold.,GPT,0,0,0,0,0,0
9229,"Critical thinking evaluates arguments, discerning truth from opinion.",GPT,0,0,1,0,1,0
9230,Cultural heritage deeply impacts artistic methods and themes.,GPT,0,0,1,0,1,0
9231,Cultural myths convey deeper truths through allegories and parables.,GPT,0,0,1,0,1,0
9232,Cultural narratives inform the significance attached to geographic landmarks.,GPT,0,1,1,0,1,0
9233,Cultural narratives shape the stories told through the arts.,GPT,0,0,1,0,1,0
9234,Cultural traditions guide behavior within societies.,GPT,1,0,1,0,1,1
9235,Cultural values create the symphony of societal harmony and discord.,GPT,0,0,1,0,1,0
9236,Culture influences how people interpret and appreciate the arts.,GPT,0,0,1,0,1,1
9237,Culture is the river shaping the landscapes of human identity.,GPT,0,0,1,0,1,0
9238,"Culture writes the script, but each generation improvises the performance.",GPT,0,0,1,0,0,0
9239,"Customs are the fingerprints of cultures, unique and defining.",GPT,0,0,1,0,1,0
9240,Cybersecurity protects digital information from potential threats and malicious actors.,GPT,1,1,1,0,1,1
9241,DNA contains the genetic information essential for life.,GPT,1,1,1,1,1,1
9242,DNA is the intricate script writing life's complex saga.,GPT,0,1,1,1,1,0
9243,"DNA testing reveals ancestral connections, linking personal histories.",GPT,1,1,1,1,1,1
9244,DNA writes the poetry of life with an invisible pen.,GPT,0,1,1,1,1,0
9245,"Data interpretation often mirrors researchers' inherent biases, not objectivity.",GPT,0,0,1,0,1,0
9246,"Data is the new gold, mined for insights rather than wealth.",GPT,0,0,1,0,1,0
9247,Day and night are caused by Earth's rotation.,GPT,1,1,1,1,1,1
9248,"Demographic shifts are the invisible tide, shaping economies without asking permission.",GPT,0,1,1,0,1,0
9249,"Desert sunsets are nature's fiery breath, painting silence across vast expanses.",GPT,0,1,1,1,1,1
9250,"Deserts are nature's blank canvases, awaiting time's brushstrokes.",GPT,0,1,1,1,1,0
9251,Deserts have low precipitation and high temperature variations daily.,GPT,1,1,1,1,1,1
