source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
9c0ef1c3257d9b5000a3f7f3a90d726449a9c3e1c8ffc6dbe4c0d15fc6a623d6:1,89,"The sun is a slow poison, so wear sunscreen when outdoors.","['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,fact,2,"The underlying claim that sun exposure gradually harms the skin is empirically demonstrable (UV radiation damages skin and raises cancer risk), making it fact-like. However, the metaphorical 'slow poison' phrasing blurs whether it is meant as a precise factual claim, so I am only somewhat confident.",physical,4,"The statement concerns solar radiation, its biological effects on skin, and sunscreen's protective function, all of which are physical/biological phenomena measurable by natural science.",figure of speech,4,"'The sun is a slow poison' is a metaphor: the sun is not literally a poison, but is compared to one to convey gradual harmfulness.",normative,3,"While the sun-harm claim is positive, the statement's main point is the directive 'wear sunscreen when outdoors,' which prescribes what a person ought to do, making it a recommendation rather than a mere description.",reasoning,3,"The word 'so' signals an inference: from the knowledge that sun exposure harms skin, the statement derives the conclusion that one should wear sunscreen.",everyday,4,Being outdoors in the sun and deciding whether to wear sunscreen is an ordinary situation most people directly encounter in daily life.,1,This is a classic piece of human common sense: people routinely understand that sun exposure can harm the skin and that wearing sunscreen outdoors is a sensible protective action.
f074d9343481a2e95ae3b3d2654c963630ede5a3f0bedb67388f4c62ddb5e5c6:1,109,"Since even the tallest wave returns to the sea, pride ought to keep its head low.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,4,"The statement's conclusion ('pride ought to keep its head low') is a subjective piece of advice about how people should behave, which cannot be demonstrated to be objectively true or false. The wave observation is factual, but the overall claim is a value-laden opinion.",social,4,"Although the imagery invokes a physical event (a wave returning to the sea), the actual subject of the statement is pride and humility, which are human emotions and socially constructed norms. The core content concerns human experience rather than natural laws.",figure of speech,4,"This is clearly an aphorism built on metaphor: the wave stands for a proud or exalted person, and 'keep its head low' is figurative language about humility, not a literal claim about waves or heads.",normative,4,"The statement prescribes how pride (i.e., proud people) ought to behave, expressing a value judgment about humility. The word 'ought' signals a normative claim rather than an empirical regularity.",reasoning,4,"The statement has an explicit 'since... therefore' structure: it takes an observation (waves, however tall, return to the sea) and applies analogical logic to derive a conclusion about pride. This combination of a premise and inference makes it reasoning.",everyday,3,"Both the imagery (waves at the sea) and the lesson (avoid excessive pride, stay humble) concern things people can directly observe or experience in ordinary life. Some slight uncertainty remains because it is stated as a general maxim rather than a specific situation.",1,"The statement expresses a widely shared piece of folk wisdom—that pride goes before a fall and humility is wise—conveyed through a familiar natural metaphor, which is a typical example of human common sense."
6e2a3ac81d46e3c32895a9837b03cb717cf91429be15effc58d0bc06a95a5d56:1,68,"Since driving requires a license, an unlicensed driver on public roads is breaking the law.","['fact', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,fact,4,"The claim can be objectively verified by checking actual traffic laws, which do require licenses for driving on public roads, so it is demonstrably correct or incorrect. This is independent of anyone's personal views.",social,4,"Licenses, roads as public infrastructure, and 'breaking the law' are all human-made legal and institutional constructs, not features described by physics or natural rules. The statement concerns socially created rules.",literal language,4,"The sentence uses plain, direct language with no metaphor, hyperbole, or other figurative device. It means exactly what it says.",positive,3,"The statement descriptively reports what the law is and its consequence, rather than expressing a judgment about what ought to be. There is slight nuance because laws are social conventions, but the statement itself is descriptive.",reasoning,4,"The 'since...' structure explicitly derives a conclusion (an unlicensed driver is breaking the law) from a premise (driving requires a license) combined with logic. It is an inference, not just a standalone observation.",everyday,4,"Driving, licenses, and public roads are things people regularly encounter in ordinary life, and the inference is one most adults could make from everyday experience. No specialized abstract domain is required.",1,"This is a simple, widely known legal fact combined with an obvious inference that most adults grasp without any specialized training, making it a clear example of everyday human common sense."
afca36f2f751893f7460abececab19b7a7aa8df485460764e9bad454ed0aec9d:1,23,"Since everyone deserves dignity, societies ought to care for their elderly.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,4,"The claim rests on the value premise that everyone deserves dignity and a moral conclusion about what societies 'ought' to do, neither of which can be objectively demonstrated correct or incorrect. It is inherently a subjective value judgment.",social,4,"Dignity, moral obligation, and societal duties are human constructs rooted in beliefs, values, and social norms, not measurable physical or natural phenomena.",literal language,4,"The statement uses plain, ordinary wording with no metaphor, aphorism, or hyperbole; it means exactly what it says.",normative,4,"The word 'ought' explicitly signals a prescriptive moral judgment about how societies should behave, rather than a description of an empirical regularity.",reasoning,4,"The statement presents an argument: 'since' introduces a premise (everyone deserves dignity) from which a conclusion (societies ought to care for the elderly) is inferred, combining a belief with logical inference.",everyday,3,"Aging and the care of elderly family or community members are situations most people encounter or witness in ordinary life. While the claim is generalized, its subject matter is drawn from common everyday experience.",1,"The belief that people deserve dignity and that the elderly should be cared for is a widely shared moral intuition across cultures and a fixture of everyday moral reasoning, so the statement reflects human common sense."
7329665103355f592bb04ad2d4c6efa726db77461c5bf68c6e85d33f8957cd60:1,51,"A rising tide lifts all boats, so broad economic growth should be encouraged.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,3,"The concluding claim that broad economic growth 'should be encouraged' is a value-based recommendation that cannot be objectively demonstrated true or false. The aphorism itself is an empirical generalization, but the statement as a whole hinges on a subjective prescription.",social,4,"Economic growth, boats lifted by prosperity, and policy encouragement all concern socially constructed systems like markets, money, and governance. None of it describes features governed by natural or physical laws.",figure of speech,4,"The statement opens with the well-known metaphor 'a rising tide lifts all boats,' where economic growth is figuratively a tide and people are boats. It is an aphorism, not plain literal language.",normative,4,The word 'should' signals a value judgment about what policy ought to be pursued. This is a recommendation based on preferences and values rather than a description of an empirical regularity.,reasoning,4,"The statement uses 'so' to draw a conclusion (growth should be encouraged) from a premise (growth benefits everyone, per the tide metaphor). It is an argument combining a belief with an inferential step, not a mere observation.",abstract,3,"Broad economic growth and its effects across society are macro-level regularities that individuals cannot observe or verify solely through personal experience. The claim generalizes far beyond everyday situations, even though the metaphor evokes ordinary imagery.",1,"The statement relies on a widely shared folk aphorism and an intuitive, culturally common inference that general prosperity benefits everyone and is therefore desirable. This kind of proverb-based folk wisdom about the economy is a typical example of human common sense."
09b91757ec32484286792bb746630c70b22aad0c5c81fe19c06c272793f01dae:1,33,"Since free speech enables progress, governments should not censor peaceful dissent.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,4,"The conclusion that governments 'should not' censor is a value judgment that cannot be demonstrated objectively, and the premise that free speech enables progress is a contestable claim rather than a demonstrable fact. The statement as a whole is therefore inherently subjective.",social,4,"Free speech, governments, censorship, and dissent are all socially constructed concepts rooted in human institutions, beliefs, and norms. None of them can be measured or derived through natural laws like physics or biology.",literal language,4,"The statement uses plain, direct language that means exactly what it says, with no metaphor, aphorism, or hyperbole. Words like 'progress,' 'censor,' and 'dissent' are used in their ordinary senses.",normative,4,"The statement's main conclusion, that governments should not censor peaceful dissent, is a prescriptive judgment about what ought to be done, reflecting a value about speech and governance. The 'should' makes it normative even though it is supported by an empirical-style premise.",reasoning,4,"The word 'since' signals an argument structure in which a premise (free speech enables progress) is combined with logic to reach a conclusion about what governments should do. It is a conclusion derived from a claim, not a standalone observation.",abstract,3,"The statement expresses a general political principle about government behavior that cannot be verified or derived from any single person's ordinary experiences. While individuals may encounter speech restrictions, the claim itself concerns a broad societal regularity and policy ideal.",0,"This is a contested normative-political argument that depends on a debatable causal premise, rather than a widely shared, intuitively obvious belief that most people apply without deliberation. Disagreement across cultures and individuals about speech regulation places it outside everyday common sense."
ed76cd950a14e5315eb9151f00242256cb96d3b651d813089a31199b7c73551b:1,105,Oaks that refuse to bend get snapped by the storm; therefore rigid minds deserve their breaking.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,4,The claim that rigid minds 'deserve' their breaking is a subjective value judgment that cannot be demonstrated true or false objectively. Even the oak premise is an aphoristic generalization rather than a verifiable fact.,social,3,"Although the imagery uses a physical oak and storm, the statement's actual subject is human minds, attitudes, and how people ought to respond to adversity, which belongs to the human/social domain.",figure of speech,4,"This is a metaphorical aphorism: oaks, storms, and breaking stand for inflexible people, hardship, and ruin. It is not meant to be read as plain literal advice about trees.",normative,4,"The word 'deserve' expresses a moral judgment about how rigid-minded people should be treated or what they merit. This is a value statement, not a description of an empirical regularity.",reasoning,4,"The statement explicitly uses 'therefore' to derive a conclusion about rigid minds from an analogy with oaks in storms, combining an observation with inferential logic.",abstract,3,"While the oak-and-storm image is drawn from ordinary experience, the conclusion is a generalized moral regularity about all rigid minds that goes beyond what any individual could directly observe.",1,"This statement expresses a piece of widespread folk wisdom—that flexibility and adaptability are safer than stubborn rigidity—mirroring sayings like 'the reed that bends survives the wind,' so it reflects common human common sense despite its harsh normative conclusion."
6f96024685aaf21a2e5105ffff0837e5adcbd0aa0235a284b53428edf3e3f760:1,41,"Power corrupts, therefore leaders should always face checks and balances.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,3,"""Power corrupts"" is a debatable generalization and ""leaders should always face checks and balances"" is a value-laden prescription, so the whole statement cannot be objectively demonstrated true or false. There is some psychological evidence behind the premise, which keeps me from full confidence.",social,4,"Power, leadership, corruption, and checks and balances are all human social and political constructs, not features measurable by natural science.",figure of speech,4,"""Power corrupts"" is a well-known aphorism (echoing Lord Acton's quote), and power does not literally corrupt someone as an agent would. The statement is framed as a proverb rather than plain descriptive language.",normative,4,"Although the premise gestures at an empirical claim, the statement's conclusion is a prescriptive ""should"" about how leaders ought to be governed, making the overall statement a value judgment.",reasoning,4,"The word ""therefore"" signals that a conclusion (leaders need checks and balances) is drawn by combining a claimed observation (power corrupts) with logical inference.",abstract,3,"While people may see small power abuses in daily life, the statement is a broad generalization about political leadership and institutional design that cannot be verified or derived from any individual's ordinary experience alone.",1,"This is a widely shared piece of folk wisdom: most people intuitively believe that unchecked power invites abuse and that oversight of leaders is wise, a principle reflected across cultures and everyday judgments about authority."
54a3cf42c42327b7ea1cadab0472bace36e1631d71b621542cbe01c36135664c:1,39,"Since historical wrongs harm descendants, nations should acknowledge their past injustices.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,4,"The core claim is that nations 'should' acknowledge past injustices, a prescriptive judgment that cannot be demonstrated objectively true or false. Even the premise about harm to descendants is contestable, so the statement as a whole is inherently subjective.",social,4,"The statement is built entirely on socially constructed concepts such as nations, historical wrongs, injustices, and acknowledgment. None of these are measurable or derivable through natural laws like physics or biology.",literal language,3,"The statement uses plain, ordinary language with no metaphor, hyperbole, or aphorism; 'harm' refers to genuine psychological or social damage. I am slightly less than fully confident only because 'harm' is somewhat broad.",normative,4,"The conclusion 'nations should acknowledge their past injustices' expresses a value judgment about what ought to be done, not an empirical regularity. The word 'should' signals a norm or prescription.",reasoning,4,"The word 'Since' explicitly signals an argument: a premise about historical wrongs harming descendants is combined with implicit moral logic to reach the conclusion that acknowledgment is warranted. It is a conclusion derived from knowledge plus inference, not a bare observation.",abstract,3,"Nations acknowledging historical injustices is a societal, political-level regularity that individuals do not encounter directly in ordinary daily life. While the underlying notion of wrongdoing is familiar, the claim itself is a general macro-level conclusion.",0,"This is not basic common sense but a contested moral-political argument: it relies on a debatable causal premise (that historical wrongs harm descendants) and a prescriptive conclusion about state behavior that reasonable people disagree about, requiring historical and ethical reasoning rather than shared everyday intuition."
d6120563ec0283b934a2b674b9e5a936b93c296f275ffe60d5d0a59cc33df0f6:1,24,"Because leaders set examples, politicians should be held to higher ethical standards.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,z-ai/glm-5.3-flash:batch,opinion,4,The claim that politicians 'should' be held to higher standards is a value judgment that cannot be objectively demonstrated true or false; it is inherently subjective. The 'should' makes the overall statement an opinion rather than a verifiable fact.,social,4,"The statement concerns leadership, ethics, and political accountability, all of which are human-constructed concepts and social norms. Nothing here refers to measurable physical or natural phenomena.",literal language,3,"The statement means exactly what it says with no metaphor, hyperbole, or aphorism. 'Set an example' is a common idiomatic phrase, but its meaning is transparent and ordinary, so I am only somewhat confident it is fully literal.",normative,4,"The statement expresses how politicians ought to be treated, which is a judgment about values and social standards rather than an empirical regularity. Normative claims like this prescribe rather than describe.",reasoning,4,"The statement explicitly combines a premise ('leaders set examples') with a logical connective ('because') to arrive at a conclusion ('politicians should be held to higher ethical standards'). It is a mini-argument, not merely an observation.",abstract,2,"This is a generalized principle about an entire category of public figures and institutional ethical standards, not a specific situation an individual directly experiences. However, because people do commonly encounter 'leaders set examples' in daily life (e.g., with parents or bosses), I am somewhat unconfident in this label.",1,The statement relies on a widely shared social intuition—that people in influential or visible roles should model good behavior—which most humans grasp without any specialized knowledge or training.
