statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"Since asteroid impacts have caused mass extinctions, we should track near-Earth objects.",1,The premise is demonstrable and the conclusion follows from a survival goal. Somewhat confident.,3,1,Grounded in astronomy and geology. Confident.,4,1,Plain literal statement. Very confident.,4,0,Recommends a course of action. Very confident.,4,0,Explicit inference from history to precaution. Very confident.,4,0,Extinction-level impacts are known only through geology and astronomy. Very confident.,4,It is reasonable to watch for a threat that has previously devastated life.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because seatbelts reduce crash deaths, wearing them should be required.",1,"Seatbelt effectiveness is measurable and the conclusion follows from safety goals. Somewhat confident, as mandates are debated.",3,1,"Based on crash physics and physiology, though the mandate is social. Somewhat confident.",3,1,No figurative language. Very confident.,4,0,Advocates a requirement. Very confident.,4,0,Derives policy from an empirical premise. Very confident.,4,0,Death-rate reduction is a statistical finding across many crashes. Confident.,4,People infer that a proven life-saver should be used.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since topsoil forms over centuries, farmland should be protected from erosion.",1,Formation rates are measurable and the conclusion follows from food-production needs. Somewhat confident.,3,1,Based on soil science. Confident.,4,1,Literal wording. Very confident.,4,0,Prescribes protection. Very confident.,4,0,Infers a practice from a geological premise. Very confident.,4,0,"Soil formation rates are known through geology, not lived experience. Confident.",4,It is sensible to guard something that cannot be quickly replaced.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because ozone blocks ultraviolet light, ozone-destroying chemicals should be banned.",1,UV absorption is demonstrable and the ban follows from health goals. Somewhat confident.,3,1,Rooted in physics and chemistry. Confident.,4,1,Plain scientific statement. Very confident.,4,0,Calls for a ban. Very confident.,4,0,Derives a rule from atmospheric chemistry. Very confident.,4,0,Atmospheric ozone chemistry is invisible to direct observation. Very confident.,4,People conclude that destroying a protective shield is to be avoided.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since aircraft parts fail under repeated stress, planes need routine maintenance.",1,Part failure is measurable and the conclusion follows from the goal of safe flight. Somewhat confident.,3,1,Based on mechanical engineering. Confident.,4,1,No idioms. Very confident.,4,0,'Need' expresses a requirement. Confident.,4,0,Infers a practice from a material fact. Very confident.,4,0,Fatigue failure is an engineering regularity beyond typical personal experience. Fairly confident.,3,Anyone accepts that machines under strain must be serviced to stay safe.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because deforestation increases flooding, forests on watersheds should be preserved.",1,The hydrological effect is measurable and the conclusion follows from flood-prevention goals. Somewhat confident.,3,1,Grounded in ecology and hydrology. Fairly confident.,3,1,Literal statement. Very confident.,4,0,Prescribes preservation. Very confident.,4,0,Derives policy from cause-effect premise. Very confident.,4,0,The forest-flood relationship is a landscape-scale regularity known through hydrology. Confident.,4,People grasp that removing what absorbs water leads to floods.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since mosquitoes transmit malaria, standing water near homes should be drained.",1,Transmission is demonstrable and the practice follows from the health goal. Somewhat confident.,3,1,Based on entomology and epidemiology. Confident.,4,1,Plain language. Very confident.,4,0,Recommends draining water. Very confident.,4,0,Infers action from a biological premise. Very confident.,4,0,"Disease transmission by mosquitoes is a parasitological finding, not directly observable. Fairly confident.",3,Removing the breeding ground of a disease carrier is an obvious step.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because inbreeding raises genetic disorders, close relatives should not have children together.",1,"Increased disorder rates are measurable, grounding the norm objectively. Somewhat confident since the norm is also cultural.",3,1,"Rooted in genetics, though the taboo is social. Somewhat confident.",3,1,Literal wording. Very confident.,4,0,Prescribes a behavior. Very confident.,4,0,Derives a norm from a genetic premise. Very confident.,4,0,Genetic risk is a statistical fact known through heredity science. Confident.,4,Most societies infer this rule from the observed harm of inbreeding.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since earthquakes topple weak buildings, seismic zones need strict building codes.",1,Structural failure in quakes is measurable and the conclusion follows from safety goals. Somewhat confident.,3,1,Based on seismology and structural engineering. Fairly confident.,3,1,No figurative language. Very confident.,4,0,'Need strict codes' is a prescription. Very confident.,4,0,Infers policy from a physical premise. Very confident.,4,0,"Earthquake risk zones are known through seismology, not personal experience. Confident.",4,People conclude that construction must match the hazards of the location.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because sleep deprivation impairs judgment, pilots should have mandatory rest periods.",1,Impairment is measurable and the rule follows from the safety goal. Somewhat confident.,3,1,Grounded in neurobiology. Fairly confident.,3,1,Plain literal language. Very confident.,4,0,Prescribes mandatory rest. Very confident.,4,0,Derives a rule from a physiological premise. Very confident.,4,0,Cognitive impairment from sleep loss is established by neuroscience across many subjects. Fairly confident.,3,It is sensible that people responsible for lives should not be exhausted.,"['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since laws protect everyone, citizens should obey them even when inconvenient.",0,Whether one ought to obey inconvenient laws cannot be proven objectively; it is a subjective judgment. It is not a fact that can be verified.,4,0,Laws and citizenship are socially constructed human institutions. It does not describe physical or natural rules.,4,1,The words mean exactly what they say with no metaphor or hyperbole. I am very confident it is literal.,4,0,"It prescribes what citizens should do, expressing a value about obedience rather than describing an empirical regularity. I am very confident it is normative, not positive.",4,0,It draws a conclusion (obey laws) from a premise (laws protect everyone) using 'since'. It is not merely an observation.,4,0,"It concerns laws and society as a whole, a conclusion not reachable from a single person's experience. It is not about an everyday concrete situation.",3,Most people intuitively accept that the benefits of shared rules require general compliance.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because trust is hard to rebuild, people should keep their promises.",0,The obligation to keep promises is a value judgment that cannot be objectively demonstrated. It is not a testable fact.,3,0,Trust and promises are social constructs governing human relationships. They are not physical phenomena.,4,1,Plain language with no figurative expressions. I am very confident it is literal.,4,0,"It states what people should do, a moral norm. It is not an empirical description of what people actually do.",4,0,It infers a prescription from a premise about trust using 'because'. It is not a bare observation.,4,0,"It generalizes about trust and promises across all people, a conclusion beyond any individual's direct experience. It is not tied to one everyday event.",3,"Everyone understands that breaking promises damages relationships, so keeping them is wise.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since everyone deserves dignity, societies ought to care for their elderly.",0,Claims about deserving dignity and societal duties are subjective and cannot be proven. They are not facts.,4,0,Dignity and societal obligations are human-origin concepts. It does not describe physical reality.,4,1,No metaphors or idioms are used; the meaning is direct. I am very confident it is literal.,4,0,It expresses what societies ought to do based on a value of dignity. It is clearly not a positive claim.,4,0,A conclusion about elder care is derived from a premise about dignity. It is not a mere observation.,4,0,"It addresses societies as a whole, which no individual can observe directly. It is not an everyday concrete situation.",4,People widely feel that vulnerable elders should not be abandoned by their communities.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because leaders set examples, politicians should be held to higher ethical standards.",0,Whether politicians should face higher standards is debatable and not objectively provable. It is not a fact.,4,0,"Politics, leadership, and ethics are socially constructed. It is not about physical laws.",4,1,The statement means exactly what it says without figurative language. I am very confident it is literal.,4,0,"It prescribes standards for politicians, a value judgment. It is not describing how politicians actually behave.",4,0,It reasons from leaders setting examples to a conclusion about standards. It is not simply an observation.,4,0,"It concerns political leadership generally, beyond individual experience. It is not an everyday personal encounter.",4,People commonly expect those in power to behave better than ordinary citizens.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since children cannot consent, adults are responsible for protecting their welfare.",0,Moral responsibility cannot be objectively demonstrated; it is a widely shared value but still subjective. It is not a fact.,3,0,Consent and responsibility are social and legal constructs. It does not describe physical properties.,4,1,"Plain, direct language with no figures of speech. I am very confident it is literal.",4,0,"It assigns a responsibility, which is a normative judgment. It does not describe an empirical regularity.",4,0,It infers adult responsibility from children's inability to consent. It is not just an observation.,4,0,"It generalizes about adults and children universally, a conclusion beyond personal observation. It is not about one everyday case.",3,Virtually all cultures accept that adults bear duties toward children who cannot protect themselves.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because wealth alone cannot buy happiness, people should value relationships over money.",0,What people should value is subjective and cannot be proven right or wrong. It is not a fact.,4,0,"Wealth, money, and relationships are human social constructs and preferences. It is not physical.",4,1,"'Buy happiness' is close to idiomatic, but the intended meaning is plain and direct. I am somewhat confident it is literal.",3,0,"It advises what people should value, a normative claim. It is not a scientific finding.",4,0,It derives a prescription from a premise about wealth and happiness. It is not a bare observation.,4,0,"It concerns general relationships between wealth, happiness, and values, beyond individual experience. It is not a concrete everyday event.",3,People commonly believe that human connection matters more than material accumulation.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since disagreements are inevitable, people should learn to compromise peacefully.",0,"The value of compromise is a subjective judgment, not demonstrable objectively. It is not a fact.",4,0,Disagreement and compromise are social human phenomena. They are not physical laws.,4,1,Plain language with no metaphor. I am very confident it is literal.,4,0,"It prescribes learning to compromise, a norm. It is not describing what people actually do.",4,0,It reasons from inevitability of conflict to a conclusion about compromise. It is not simply an observation.,4,0,"It generalizes about human disagreement universally, beyond one person's experience. It is not a specific everyday scene.",3,People generally recognize that compromise is necessary for living together.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because education benefits everyone, governments ought to fund public schools.",0,Funding priorities are political judgments that cannot be objectively proven correct. It is not a fact.,4,0,"Governments, schools, and funding are social institutions. It is not physical.",4,1,Direct language with no figurative expressions. I am very confident it is literal.,4,0,"It states what governments ought to do, a policy value. It is not a positive empirical claim.",4,0,It infers a duty from a premise about education's benefits. It is not a bare observation.,4,0,"It concerns governments and society at large, not observable individually. It is not an everyday personal experience.",4,Most people accept that educated populations benefit society and deserve public support.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since honesty builds trust, businesses should not deceive their customers.",0,Whether businesses should be honest is a value claim not objectively provable. It is not a fact.,3,0,"Business, customers, and honesty are social constructs. It is not physical.",4,1,'Builds trust' is mild but conventional plain usage; overall the statement is literal. I am somewhat confident.,3,0,"It prescribes business conduct, a moral norm. It is not describing actual business behavior.",4,0,It draws a conclusion from a premise about honesty. It is not merely an observation.,4,0,"It generalizes about businesses and trust broadly, beyond individual experience. It is not a single everyday event.",3,People widely believe deceptive businesses are wrong and eventually lose customers.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because every culture has value, people should respect foreign customs.",0,Cultural value and respect are subjective judgments not objectively verifiable. It is not a fact.,4,0,Culture and customs are inherently human social constructs. It is not physical.,4,1,Plain language with no figures of speech. I am very confident it is literal.,4,0,"It prescribes respect, a value-laden norm. It is not an empirical description.",4,0,It infers a prescription from a premise about cultural value. It is not a bare observation.,4,0,"It concerns all cultures generally, beyond personal observation. It is not an everyday concrete situation.",4,People commonly hold that different cultures deserve respect rather than contempt.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since punishment deters crime, societies ought to enforce their laws consistently.",0,Both the premise and the prescription are contestable judgments not objectively provable. It is not a fact.,3,0,"Laws, crime, and punishment are social constructs. It is not physical.",4,1,Direct language without metaphor. I am very confident it is literal.,4,0,It states what societies ought to do. It is not a purely positive claim about crime rates.,4,0,It reasons from deterrence to a conclusion about enforcement. It is not a mere observation.,4,0,"It concerns societies and crime at large, beyond individual experience. It is not an everyday scene.",4,People generally believe consistent enforcement is necessary for laws to work.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because everyone makes mistakes, people should forgive others' minor faults.",0,"Whether one should forgive is a subjective value, not demonstrable. It is not a fact.",4,0,Forgiveness and fault are social moral concepts. They are not physical.,4,1,"Plain language, no figures of speech. I am very confident it is literal.",4,0,"It prescribes forgiveness, a moral norm. It does not describe what people actually do.",4,0,It infers a prescription from a premise about universal fallibility. It is not a bare observation.,4,0,"It generalizes about all people universally, which cannot be verified through personal experience alone. It is not a specific everyday event.",3,People widely understand that tolerance of small errors is necessary for harmonious relationships.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since free speech enables progress, governments should not censor peaceful dissent.",0,Claims about free speech and censorship are politically contested and not objectively provable. It is not a fact.,4,0,"Speech rights, governments, and dissent are social constructs. It is not physical.",4,1,Direct language without metaphor or hyperbole. I am very confident it is literal.,4,0,It prescribes government conduct based on values. It is not an empirical law.,4,0,It draws a conclusion from a premise about progress. It is not a mere observation.,4,0,"It concerns governments and societal progress, beyond individual experience. It is not an everyday concrete event.",4,Many people believe open debate is essential to a healthy society.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because fairness matters, workers doing equal work deserve equal pay.",0,Desert and fairness are subjective moral judgments. They are not objectively verifiable facts.,4,0,"Pay, work, and fairness are socially constructed. It is not physical.",4,1,"Plain language, no figurative expressions. I am very confident it is literal.",4,0,"It asserts what workers deserve, a justice norm. It is not a description of actual wages.",4,0,It infers a conclusion from the premise that fairness matters. It is not a bare observation.,4,0,"It concerns labor markets and fairness generally, beyond individual observation. It is not a single everyday scene.",3,People intuitively find it unjust when equal work is rewarded unequally.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since the powerful can abuse authority, democracies need checks and balances.",0,Institutional prescriptions are debatable and not objectively provable. It is not a fact.,3,0,Authority and democracy are social constructs. It is not physical.,4,1,"'Checks and balances' is a standard political term used literally, not metaphorically. I am somewhat confident it is literal.",3,0,"It states what democracies need, a value judgment about institutional design. It is not a purely empirical claim.",3,0,It reasons from potential abuse to a conclusion about institutions. It is not a mere observation.,4,0,"It concerns political systems as a whole, beyond individual experience. It is not everyday.",4,People broadly accept that unchecked power tends to be misused.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because privacy protects freedom, personal data should not be collected without consent.",0,"Privacy rights are contested values, not objectively demonstrable. It is not a fact.",4,0,"Privacy, consent, and freedom are social constructs. It is not physical.",4,1,Direct language without figures of speech. I am very confident it is literal.,4,0,"It prescribes a rule about data collection, a norm. It is not describing current practices.",4,0,It infers a rule from a premise about privacy and freedom. It is not a bare observation.,4,0,"It concerns privacy and freedom broadly across society, beyond personal observation. It is not a single everyday event.",3,People commonly feel their personal information should remain under their control.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since guests are vulnerable, hosts ought to treat visitors with kindness.",0,"Whether hosts ought to be kind is a value judgment, not provable. It is not a fact.",4,0,Hospitality is a socially constructed convention. It is not physical.,4,1,Plain language with no metaphor. I am very confident it is literal.,4,0,"It prescribes host behavior, a social norm. It does not describe actual behavior.",4,0,It infers a duty from guests' vulnerability. It is not a mere observation.,4,0,"It generalizes about hosts and guests universally, though hospitality is a common experience; I am only somewhat confident it is abstract rather than everyday.",2,Hospitality toward guests is a nearly universal social expectation.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because reputation follows people, individuals should behave ethically even when unobserved.",0,Ethical obligations are subjective judgments not objectively provable. It is not a fact.,4,0,Reputation and ethics are social constructs. They are not physical.,4,1,"'Reputation follows people' is slightly metaphorical, so I am only somewhat confident it counts as literal.",2,0,"It prescribes ethical behavior, a moral norm. It is not a positive description.",4,0,It infers a prescription from a premise about reputation. It is not a bare observation.,4,0,"It concerns reputation and ethics in general, beyond individual experience. It is not a concrete everyday event.",3,People widely believe character is shown by what one does when no one is watching.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Since historical wrongs harm descendants, nations should acknowledge their past injustices.",0,Both premise and conclusion are contested moral judgments not objectively provable. It is not a fact.,4,0,"Nations, injustice, and acknowledgment are social constructs. It is not physical.",4,1,"Direct language, no metaphor. I am very confident it is literal.",4,0,"It prescribes what nations should do, a value judgment. It is not an empirical claim.",4,0,It reasons from harm to descendants to a conclusion about acknowledgment. It is not a mere observation.,4,0,"It concerns nations and history, far beyond individual experience. It is not everyday.",4,People broadly believe that honest acknowledgment of history is a moral responsibility.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Because shared resources can be depleted, communities should regulate their common use.",0,Whether communities should regulate is a policy value not objectively provable. It is not a fact.,3,0,"Communities and regulation are social constructs, though depletion has a physical aspect; I am somewhat confident it is primarily social.",3,1,Plain language without figures of speech. I am very confident it is literal.,4,0,"It prescribes regulation, a norm about collective action. It is not a purely positive claim.",4,0,It infers a prescription from a premise about depletion. It is not a bare observation.,4,0,"It concerns communities and collective resource use, beyond one person's experience. It is not everyday.",4,People commonly understand that unregulated shared resources get overused.,"['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Power corrupts, therefore leaders should always face checks and balances.",1,"Historical and political-science evidence can test whether unchecked power tends to corrupt, though the normative part resists proof; somewhat unconfident.",2,0,"Power, leadership and institutional checks are human constructs; very confident it is not a physical fact.",4,0,It uses the well-known aphorism 'power corrupts'; confident it is not purely literal language.,4,0,"It prescribes that leaders 'should' face checks, a value judgment rather than a positive description; very confident.",4,0,It draws a conclusion ('therefore') from a premise about power; very confident it is not a bare observation.,4,0,"It concerns a general regularity about power across societies, not something one person observes directly; fairly confident it is not merely everyday experience.",3,"People widely accept that unchecked authority tends to be abused, so institutions constrain rulers.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Honesty is the best policy, so chronic liars eventually lose everyone's trust.",1,"Whether liars lose trust can be studied empirically, but 'best policy' is partly evaluative; somewhat unconfident.",2,0,"Trust, honesty and reputation are socially constructed; very confident it is not physical.",4,0,It contains the proverb 'honesty is the best policy'; very confident it is not purely literal.,4,0,Calling honesty the 'best policy' endorses a norm of conduct; confident it is not merely positive.,4,0,It infers a consequence ('so') from the value of honesty; confident it is not a mere observation.,4,0,It states a long-run social regularity about reputation that no single encounter demonstrates; somewhat confident it is not just everyday.,3,Most people intuitively know that dishonesty is discovered over time and damages reputation.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Many hands make light work, so communities should share burdens fairly.",1,"That cooperation reduces per-person effort is testable, but 'should share fairly' is evaluative; somewhat unconfident.",2,0,"Communities, fairness and burden-sharing are human social arrangements; very confident.",4,0,It uses the proverb 'many hands make light work'; very confident.,4,0,It prescribes fair burden-sharing as a norm; very confident it is not purely positive.,4,0,The 'so' links a premise about cooperation to a prescriptive conclusion; very confident.,4,0,It generalizes about community cooperation as a whole rather than a single task; somewhat confident.,3,People commonly understand that cooperation makes collective tasks easier and that fairness sustains it.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Rome wasn't built in a day, so major reforms should be given time.",1,"Whether reforms need time to show effects can be assessed historically, though the 'should' is evaluative; somewhat unconfident.",2,0,Reforms and their evaluation are political and social matters; very confident.,4,0,It uses the aphorism 'Rome wasn't built in a day'; very confident.,4,0,"It recommends patience toward reforms, a prescriptive judgment; very confident.",4,0,It moves from the premise about slow building to a conclusion about reforms; very confident.,4,0,"It concerns the general pace of societal reform, not a directly observable personal event; somewhat confident.",3,People generally accept that big institutional changes take time and shouldn't be judged prematurely.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"A chain is only as strong as its weakest link, so teams must support everyone.",1,"Research on team performance can test the underlying claim, but 'must support' is prescriptive; somewhat unconfident.",2,0,"Teams and mutual support are social arrangements; confident, though the chain image is physical.",3,0,It relies on the chain metaphor; very confident it is not literal.,4,0,"It says teams 'must' support members, a norm; very confident.",4,0,It derives the obligation from the weakest-link premise; very confident.,4,0,"It generalizes about group performance broadly, beyond any single team one might join; somewhat confident.",3,"People readily understand that a group fails if one member fails, so helping the weakest is wise.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
"Money talks, so political donations should be transparent and limited.",1,"The influence of money on politics is empirically researched, but the policy 'should' is evaluative; somewhat unconfident.",2,0,"Money, donations and political influence are social institutions; very confident.",4,0,'Money talks' is a personification idiom; very confident.,4,0,"It prescribes transparency and limits, a policy norm; very confident.",4,0,It infers a policy conclusion from the premise that money influences; very confident.,4,0,"It addresses the systemic influence of money in politics, not something an individual observes directly; confident.",3,People widely recognize that wealth buys influence and that democracy needs safeguards against it.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1
