source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
a031d7154008f274e7beaa614f2bd07abc088de05c7f7ca333f4f1cdbff2f02b:1,10,"Because Earth's fresh water is finite, it should not be wasted.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The statement contains the normative word 'should,' expressing a value judgment about how water ought to be treated. While the finiteness of fresh water is factual, the prescriptive conclusion that it 'should not be wasted' is subjective and cannot be objectively demonstrated.",physical,3,"The statement's core subject is Earth's fresh water supply, which is a physical, measurable natural resource governed by hydrology. Although the 'should not be wasted' part introduces a social value, the primary referent is a physical feature of the world.",literal language,4,"The statement uses plain, straightforward language without metaphor, hyperbole, or any figurative device. 'Finite,' 'wasted,' and 'fresh water' all carry their ordinary, literal meanings.",normative,4,"The word 'should' makes this a normative statement, expressing a value judgment about what ought to be done with fresh water. It goes beyond describing an empirical regularity to prescribing behavior.",reasoning,4,"The statement explicitly uses 'Because,' presenting a logical argument: the premise (fresh water is finite) is combined with an implicit value (finite resources shouldn't be wasted) to reach the conclusion (it should not be wasted). This structure clearly indicates reasoning rather than a simple observation.",everyday,3,"People encounter fresh water usage and conservation messages regularly in daily life, such as turning off taps or avoiding overuse. However, the concept of Earth's total finite fresh water supply is somewhat abstract, reducing confidence slightly.",1,"The idea that a finite, essential resource like fresh water should not be wasted is widely understood and frequently taught from a young age, making it a broadly shared piece of common-sense reasoning about resource conservation."
58ac672523a04fe8133aeed9adb5e7af9fbaa6d8a5ae468f68988a69eb1d192e:1,12,"Because seatbelts reduce crash deaths, wearing them should be required.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The statement asserts that wearing seatbelts 'should be required,' which is a prescriptive judgment about policy. Whether a behavior should be mandated is inherently subjective and cannot be objectively proven true or false.",social,4,"While seatbelt efficacy has a physical/engineering component, the statement's core claim is about a legal/social requirement governing human behavior. Mandates and regulations are socially constructed rules.",literal language,4,"The statement uses plain, direct language without metaphor, hyperbole, or figurative expressions. It means exactly what it says.",normative,4,"The statement contains a 'should' claim, prescribing that seatbelt wearing be required. This is a value judgment about what ought to be, not a description of what is.",reasoning,4,The statement presents a conclusion ('wearing them should be required') derived from a premise ('seatbelts reduce crash deaths') connected by the word 'because.' It combines factual knowledge with a logical/policy inference.,everyday,4,"Seatbelts and driving are part of ordinary daily experience for most people, and seatbelt laws are commonly encountered regulations. This is not an abstract or highly specialized topic.",1,"The reasoning that seatbelts save lives and therefore should be mandated is a widely shared, intuitive inference that most people encounter and accept in everyday life, making it a clear example of common sense."
9a9bfae9c345c8a3a901c21a194410343bce134bec4dec1645049189276b678e:1,13,"Since topsoil forms over centuries, farmland should be protected from erosion.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,3,"The clause 'should be protected' expresses a value judgment about what ought to be done, which cannot be proven objectively true or false. The topsoil formation rate is factual, but the overall prescriptive claim makes it an opinion.",physical,2,"Topsoil formation over centuries is a physical/biological process, but the 'should be protected' component is a social value judgment; the statement blends both, with the core claim leaning toward social norms about land stewardship.",literal language,4,"The statement uses plain, ordinary language without metaphors, hyperbole, or other figurative devices.",normative,4,"The word 'should' makes this a prescriptive judgment about what ought to be done, rather than a description of an empirical regularity.",reasoning,4,"The statement combines the knowledge that topsoil forms slowly with the logical inference that therefore it should be protected, presenting a conclusion derived from a premise.",everyday,3,"Farmland and soil erosion are tangible phenomena people encounter in daily life, and the reasoning is accessible without specialized expertise.",1,"The reasoning that something slow to regenerate should be preserved from damage is a widely shared, intuitive judgment that most people would readily accept without specialized training."
ca89eb823d17796e5b3404fcda9605e29a3c90b5f87a201555e4828a76edecc6:1,14,"Because ozone blocks ultraviolet light, ozone-destroying chemicals should be banned.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The claim that ozone-destroying chemicals 'should' be banned is a value judgment about what ought to be done, not an empirically verifiable fact. The causal premise (ozone blocks UV) is factual, but the prescriptive conclusion is subjective.",social,3,"While the ozone-UV fact is physical, the overall statement is about banning chemicals, which is a human policy decision rooted in social and legal constructs. The normative recommendation makes it intrinsically social in character.",literal language,4,"The sentence uses plain, straightforward language with no metaphor, hyperbole, or other figurative device. Every word carries its ordinary meaning.",normative,4,"The word 'should' signals a value judgment about what ought to be done, making the statement normative rather than a purely descriptive or positive claim.",reasoning,4,"The statement explicitly draws a conclusion ('chemicals should be banned') from a premise ('ozone blocks ultraviolet light'), presenting a logical argument rather than a single observation.",abstract,3,Ozone layer chemistry and international chemical-banning policy are not things people directly encounter in daily life. They require scientific understanding and policy-level thinking beyond ordinary experience.,1,"Most people accept that protecting the ozone layer is important and that harmful chemicals should be restricted, making this a widely shared, intuitive environmental judgment that aligns with common sense."
af4215332f3b60d84d1c0d91f0278ee0b5e4d7cef1b5c325cb53ca06608153b8:1,15,"Since aircraft parts fail under repeated stress, planes need routine maintenance.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,fact,4,Metal fatigue causing part failure and the necessity of maintenance are verifiable engineering facts. These can be demonstrated objectively through materials science and aviation records.,physical,4,"The statement concerns mechanical stress, material fatigue, and engineering maintenance, which are governed by physics and engineering principles. It is not about social constructs or human beliefs.",literal language,4,"The sentence uses plain, direct language describing mechanical failure and maintenance needs. There are no metaphors, hyperboles, or figurative expressions present.",positive,3,"The first clause describes an empirical regularity, and the second states a practical necessity derived from it. While 'need' can imply a norm, here it reflects a causal engineering requirement rather than a value judgment.",reasoning,4,The statement uses 'Since... planes need...' to explicitly derive a conclusion from a premise. It combines the knowledge of stress failure with logic to justify maintenance.,everyday,3,"While the underlying physics of fatigue is technical, air travel and the common knowledge that planes require checks are part of ordinary experience. Most people encounter this concept in daily life through news or travel.",1,"It is widely understood by the general public that machines, especially complex ones like airplanes, wear out with use and require regular servicing to remain safe, making this a common-sense observation."
b7b549db653fc30d28e2b4a2c46a05e0103dfa497f842a7512851d0c724f3f22:1,16,"Because deforestation increases flooding, forests on watersheds should be preserved.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The statement includes a normative prescription ('should be preserved'), which is inherently subjective and cannot be demonstrated to be objectively correct or incorrect. While the causal link between deforestation and flooding is factual, the prescriptive conclusion is an opinion.",physical,3,"The core reasoning involves the physical/biological relationship between forests, watersheds, and flooding, which are natural phenomena described by ecology and hydrology. However, the prescriptive element ('should be preserved') introduces a social dimension, lowering confidence slightly.",literal language,4,"The statement uses plain, direct language without metaphors, hyperbole, or other figurative devices. Every word means exactly what it says.",normative,4,"The statement contains the word 'should,' indicating a value judgment about what ought to be done. The prescriptive recommendation to preserve forests is a normative claim.",reasoning,4,The statement explicitly presents a conclusion ('forests on watersheds should be preserved') derived from a premise ('deforestation increases flooding') using the logical connector 'because.' This is a clear example of reasoning from knowledge to a conclusion.,abstract,3,"While flooding and forests can be encountered in everyday life, the statement involves a generalized causal relationship between deforestation and flooding across watersheds, along with a policy-level prescription, which goes beyond individual everyday experience.",1,"The idea that trees help absorb water and prevent flooding, and therefore forests should be protected, is widely understood and shared among people as basic environmental common sense."
acd68717b7db27832d9f4838e25b2349011ef34187ea79005b71d379154c67b9:1,17,"Since mosquitoes transmit malaria, standing water near homes should be drained.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,3,"While the premise (mosquitoes transmit malaria) is factual, the statement 'standing water should be drained' is a prescriptive recommendation that reflects a value judgment about what ought to be done, making it inherently subjective. One could argue for alternative approaches, so it cannot be demonstrated objectively correct or incorrect as a whole.",physical,3,"The statement concerns mosquitoes, malaria transmission, and standing water, which are biological and environmental phenomena. Although the recommendation involves human action, the underlying subject matter is rooted in physical/biological facts about disease vectors.",literal language,4,"The statement uses plain, direct language with no metaphors, hyperbole, or figurative expressions. It means exactly what it says.",normative,4,"The use of 'should be drained' makes this a prescriptive, normative statement expressing what ought to be done rather than merely describing an empirical regularity.",reasoning,4,"The statement explicitly combines a premise (mosquitoes transmit malaria) with a conclusion (standing water should be drained) using the logical connector 'since,' presenting an argument rather than a simple observation.",everyday,4,"Standing water near homes and mosquitoes are things people commonly encounter in daily life, and the advice to drain water is practical, everyday guidance.",1,"The connection between standing water, mosquitoes, and malaria risk, along with the practical advice to eliminate standing water, is widely known and represents a common-sense public health precaution that most people would recognize."
d4f32c645e9281515d57f587ed560a9b660f2b81768173c78738614a93abe55b:1,18,"Because inbreeding raises genetic disorders, close relatives should not have children together.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The 'should' prescribes a moral/social judgment about what people ought to do, which cannot be proven objectively true or false. While the genetic premise is factual, the overall statement is a value-based recommendation.",social,3,"Although the genetic component is biological, the statement's core is a normative recommendation about human behavior and social/moral rules regarding reproduction, making it intrinsically of human origin.",literal language,4,"The statement uses plain, direct language without metaphor, hyperbole, or any figurative expression; it means exactly what it says.",normative,4,"The word 'should' makes this a prescriptive judgment about what people ought or ought not to do, reflecting a value-based recommendation rather than a description of an empirical regularity.",reasoning,4,"The statement explicitly presents a conclusion ('close relatives should not have children together') derived by combining the knowledge that inbreeding raises genetic disorders with a logical/moral inference, signaled by 'because'.",everyday,3,"Decisions about family planning and relationships with relatives are situations people could encounter in ordinary life, though the genetic reasoning behind the statement requires some abstract knowledge.",1,The idea that close relatives should avoid having children together due to increased risk of genetic disorders is widely known and accepted across cultures as a basic piece of common-sense knowledge about human reproduction and family planning.
ee5a6d62870b9976732b26dc0bfcee7c482960de81ca0833e0fb3b8abe10d8f1:1,19,"Since earthquakes topple weak buildings, seismic zones need strict building codes.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,fact,4,"Both parts of the statement can be verified empirically: earthquakes demonstrably damage weak structures, and engineering studies can show whether strict building codes reduce casualties and damage. It is not merely a subjective preference but a claim grounded in observable physical and policy outcomes.",physical,3,"The causal mechanism (earthquakes toppling weak buildings) is rooted in physics and engineering, while the prescription of building codes, though socially enacted, is directly derived from those physical facts. I rate it physical because the statement's justification rests on natural, measurable phenomena rather than purely human-constructed beliefs.",literal language,4,"The statement uses plain, direct language: earthquakes literally cause buildings to fall, and building codes are literally regulatory standards. There is no metaphor, hyperbole, or other figurative device present.",normative,3,"While the premise about earthquakes is positive/empirical, the conclusion that seismic zones 'need' strict building codes expresses a value judgment about what ought to be done. The word 'need' signals a prescriptive recommendation rather than a purely descriptive observation.",reasoning,4,The statement explicitly combines a factual observation (earthquakes topple weak buildings) with a logical inference to arrive at a policy conclusion (seismic zones need strict building codes). The use of 'since' marks a clear premise-to-conclusion structure.,everyday,3,"Earthquakes, building safety, and local building codes are topics people encounter through news, housing decisions, and community regulations in ordinary life. However, the formal policy reasoning aspect pushes it slightly toward the abstract, so confidence is moderate.",1,"The statement reflects widely shared, intuitive reasoning that most people can grasp without specialized training: if a natural force can destroy weak structures, then areas at risk should build stronger ones. This cause-and-effect logic and the resulting safety recommendation align with everyday human common sense."
3bf8081dbb6a207cee89d5f052a18be1a2dc12b97eb8eeb0e6c360bb8c95553b:1,20,"Because sleep deprivation impairs judgment, pilots should have mandatory rest periods.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The statement includes a 'should' prescription about mandatory rest periods, which is a policy judgment that cannot be demonstrated to be objectively correct or incorrect. While the premise about sleep deprivation is factual, the overall statement is an opinion-based policy recommendation.",social,4,"The statement is about social policy rules (mandatory rest periods) governing pilot work schedules, which are human-constructed regulations. Although sleep deprivation has biological aspects, the core claim is about a socially constructed rule.",literal language,4,"The statement uses plain, direct language without any metaphors, hyperbole, or figurative expressions. Every word is used in its ordinary sense.",normative,4,"The statement uses 'should,' making a normative judgment about what ought to be done regarding pilot rest periods. It expresses a value-based policy recommendation rather than merely describing an empirical regularity.",reasoning,4,The statement explicitly presents a conclusion ('pilots should have mandatory rest periods') derived from a premise ('sleep deprivation impairs judgment') using the causal connector 'because.' This is a clear reasoning structure combining knowledge with logic.,abstract,3,"While many people fly on planes, the specific policy about mandatory rest periods for pilots is not something most people encounter in ordinary daily experience. The reasoning about aviation regulations and pilot work policies is more of a systemic/abstract policy matter.",1,"The statement reflects widely shared common sense: most people understand that being tired impairs decision-making, and it follows naturally that people in safety-critical roles like pilots should be well-rested. The reasoning is intuitive and accessible without specialized knowledge."
43a9cf732da7ef2644611dc29035fb522a110ae811e3e3555231aeb4eeb82d8d:1,21,"Since laws protect everyone, citizens should obey them even when inconvenient.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,The statement asserts that citizens 'should' obey laws even when inconvenient; this is a prescriptive judgment that cannot be proven objectively true or false. It reflects a value position about civic duty rather than a verifiable fact.,social,4,"The statement concerns laws, citizenship, and obedience, all of which are human-created social constructs and norms rather than features of the physical or natural world.",literal language,4,"The sentence uses plain, direct language without metaphor, hyperbole, or other figurative devices; every word carries its ordinary meaning.",normative,4,"The use of 'should' makes this a normative claim about what citizens ought to do, expressing a value judgment rather than describing an empirical regularity.",reasoning,3,"The statement has a 'since... should...' structure, presenting a premise (laws protect everyone) and drawing a normative conclusion from it. The conclusion is not a bare observation but follows from combining the premise with an implicit value about reciprocity or social obligation.",abstract,3,"While obeying laws can be encountered in daily life, the statement articulates a general principle about the relationship between legal protection and civic obligation, which goes beyond any single everyday experience. It is a broad philosophical claim about the social contract rather than a description of a concrete daily situation.",1,"The idea that citizens should follow laws because those laws provide collective protection is a widely shared, intuitive notion about social order and reciprocity that most people would recognize as reasonable common sense."
afca36f2f751893f7460abececab19b7a7aa8df485460764e9bad454ed0aec9d:1,23,"Since everyone deserves dignity, societies ought to care for their elderly.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,qwen/qwen3.8-max-0902,opinion,4,"The statement expresses a value-based judgment ('ought') about societal responsibility, which cannot be empirically verified as true or false. It relies on subjective moral premises like 'everyone deserves dignity.'",social,4,"The statement concerns social values, societal obligations, and human-constructed concepts like dignity and care for the elderly, not physical or natural phenomena.",literal language,3,"The language is straightforward and means what it says without metaphor or hyperbole, though 'dignity' is a somewhat abstract concept used plainly here. I am slightly less confident because 'dignity' could be seen as mildly figurative, but it is used in its standard philosophical sense.",normative,4,"The statement prescribes what societies 'ought' to do, reflecting a value judgment rather than describing an empirical regularity.",reasoning,4,"The statement draws a conclusion ('societies ought to care for their elderly') from a premise ('everyone deserves dignity'), using 'Since' to indicate a logical structure.",abstract,3,"While caring for elderly relatives is an everyday experience, the statement generalizes to a principle about all societies and the abstract concept of dignity, which goes beyond individual daily observation.",1,The idea that societies should care for their elderly because all people deserve dignity is a widely shared moral intuition that most people would recognize as reasonable common sense.
