source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
d6e9d0740f10930846c186ecd316331f02694af0e13a179c323454778436903a:1,11,Plastic pollution is a global concern.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,Whether people around the world express concern about plastic pollution can be checked through surveys and public actions. The word “concern” leaves some room for interpretation.,social,4,"Plastic pollution is physical, but the statement is about people's concern, which is a social perception.",literal language,4,The statement uses ordinary language and does not rely on a metaphor or other figure of speech.,normative,3,Calling something a concern refers to how people value and respond to it. It could also be read as a descriptive claim about public attitudes.,knowledge,4,It states an observation about the world rather than presenting a conclusion drawn through an explicit line of reasoning.,abstract,3,"People can encounter plastic pollution in daily life, but its status as a global concern cannot be established from individual experience alone.",1,It expresses a broadly familiar understanding that plastic pollution worries people around the world.
40163c3ac4110c25019347d8a11724d46935b330cf2ebe2d9ff63a2636fddbbe:1,12,Hot things can burn you.,,platform/published,openai/gpt-6-sol-pro:batch,fact,4,"Heat can cause burns, which is objectively demonstrable.",physical,4,The statement concerns the physical effect of heat on the body.,literal language,4,"It plainly describes a risk of touching hot things, without figurative meaning.",positive,4,It describes a possible consequence of heat rather than expressing a value judgment.,knowledge,4,"It states an observation about the world, not a conclusion drawn from stated premises.",everyday,4,People routinely encounter hot objects and can learn this risk through ordinary experience.,1,Recognizing that hot things can burn you is basic practical knowledge used in daily life.
70c872418a41d303c551f4e7f4acfed53e4c535eb6f3eeb5b939e96e313800e3:1,13,Hot weather can cause dehydration.,,platform/published,openai/gpt-6-sol-pro:batch,fact,4,Whether hot weather can contribute to dehydration can be tested objectively.,physical,4,"The statement concerns a biological response to environmental heat, not a social convention.",literal language,4,The words describe a possible cause of dehydration without using metaphor or exaggeration.,positive,4,It describes an empirical relationship rather than expressing a value judgment.,knowledge,4,"It states a general observation about the world, rather than presenting a conclusion derived through an explicit chain of reasoning.",everyday,4,People commonly experience hot weather and the need to stay hydrated.,1,It is widely understood in everyday life that hot weather can make dehydration more likely.
e73a1d6dfc9c87f03092eade5bb7dc0babe9af8a775bba08c6430f3b3ddb31e8:1,14,Electricity can be dangerous.,,platform/published,openai/gpt-6-sol-pro:batch,fact,4,"Electricity can cause injury or death under certain conditions, which can be demonstrated objectively.",physical,4,The danger comes from measurable physical effects of electric current on the body.,literal language,4,"The statement plainly says that electricity can pose a danger, without using figurative language.",positive,4,It describes a real-world possibility rather than prescribing what anyone should do.,knowledge,4,"It states a general observation about the world, not a conclusion developed through an explicit argument.",everyday,4,People routinely encounter electricity in homes and other ordinary settings where its hazards matter.,1,Knowing that electricity can be dangerous is widely shared practical knowledge used in everyday life.
b6fe9b372be1291615395405b0c4613ca09203b8b38ba61daf4d59c1c496f536:1,15,Humans need water to survive.,,platform/published,openai/gpt-6-sol-pro:batch,fact,4,"The need for water to sustain human life can be tested through biological evidence, independently of anyone's opinion.",physical,4,"The statement describes a biological requirement of the human body, not a socially constructed rule.",literal language,4,It plainly states a need for water and does not use a metaphor or other figure of speech.,positive,4,It describes an empirical condition for survival rather than expressing a value judgment.,knowledge,4,It states an observation about the world without presenting a chain of reasoning.,everyday,3,"Water consumption and thirst are familiar parts of daily life. The claim concerns a general biological need, however, which makes this distinction slightly less clear-cut.",1,The need to drink water to stay alive is widely understood practical knowledge.
9b5fd5c4a3e0b0737da5055a4a10d76c7e4a0c20495b510db9d1d3ba5fb259bb:1,16,The world is your oyster.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,4,"The saying expresses an encouraging view of someone's opportunities, not a claim that can be objectively proved true for everyone.",social,4,"It concerns a person's perceived possibilities in life, rather than a physical property of the world.",figure of speech,4,The oyster is a metaphor for the opportunities the world may offer.,normative,3,"The saying conveys an optimistic outlook rather than an empirical regularity. Its wording does not explicitly prescribe an action, so this classification is slightly less certain.",knowledge,3,It states a view about the world without presenting a logical argument or drawing a conclusion from stated premises.,everyday,3,People commonly use the saying when talking about life choices and opportunities they might encounter. Its broad wording also makes it somewhat abstract.,1,"It expresses the familiar, practical idea that people can look for and pursue opportunities."
3af71794cb8ae1b7dc9a82771c1794d3805a2860557ac28657c42da8e8d5e4a6:1,17,A problem shared is a problem halved.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"The saying expresses a belief that sharing a problem makes it feel less burdensome. That experience is subjective, and the claim that it is 'halved' cannot be established precisely.",social,4,"It concerns how people experience problems and seek support from others, rather than a physical property of the world.",figure of speech,4,The problem is not literally cut in half; 'halved' figuratively describes a reduced burden.,positive,3,"The statement describes a supposed effect of sharing a problem rather than explicitly saying what someone ought to do. Its proverbial form also carries an implied recommendation, making this distinction less certain.",knowledge,4,It states an observation about people's experiences without presenting a chain of reasoning.,everyday,4,"People commonly encounter problems and discuss them with friends, family, or colleagues.",1,It conveys the familiar practical insight that talking about a problem can make it easier to bear.
547358e6d7b2cb7482fdb9d31182b72f658ba19c9b94556d644319c6c0499abb:1,18,Love is blind.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"The proverb makes a broad claim about love that cannot, as worded, be demonstrated objectively true or false. Particular effects of love on judgment could be studied, which makes this classification slightly less certain.",social,4,"It concerns human feelings and perceptions, not physical blindness.",figure of speech,4,“Blind” is a metaphor for overlooking faults or exercising less critical judgment.,positive,3,It describes a supposed tendency in how people behave rather than saying how they ought to behave. Its proverbial wording leaves some room for interpretation.,knowledge,4,It states an observation about love without presenting a chain of reasoning.,everyday,3,"People can encounter the tendency to overlook a loved one's faults in ordinary relationships. The statement generalizes beyond any one experience, so this distinction is not absolute.",1,It is a familiar proverb expressing an everyday intuition about how affection can affect judgment.
96b8b1cf0bab506e6bfeac8375bf068e7667664904c7ff4849842bc870cd1964:1,19,Promise is a debt.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"Calling a promise a debt expresses a view about what people owe one another, rather than an objectively testable claim.",social,4,Promises and debts are obligations created and understood through human relationships and conventions.,figure of speech,4,The statement is an aphorism that compares a promise to a debt to emphasize the obligation to keep it.,normative,4,"It conveys the social norm that a promise ought to be honored, rather than describing an empirical regularity.",knowledge,3,It states a general view about promises without presenting the steps of an argument.,everyday,3,"Making promises and feeling obliged to keep them are familiar parts of ordinary life, even though the statement expresses that experience figuratively.",1,It expresses the familiar idea that making a promise creates an obligation to follow through.
955ae0ca1e503b9a297b5a1b3c90a0e5906755f9da68324d7be243ca37c0f91e:1,20,Content is king.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,4,"The claim that content is most important depends on context and on how importance is judged, so it cannot be established as universally true.",social,4,"The statement concerns how people value content, not a property governed by natural laws.",figure of speech,4,Calling content a king is a metaphor for its perceived importance.,normative,3,It expresses a judgment about what should be considered most important. In some contexts it could instead be intended as a claim about what drives results.,knowledge,4,It states a general view about content without presenting premises or a logical argument.,abstract,3,It proposes a broad principle about content rather than describing a particular everyday experience.,1,It is a familiar rule of thumb expressing the widely understood idea that what a message contains matters greatly.
203439ccb13fbb872e8b9450b061b99be7be0886306b147347ed0388daec894a:1,21,"Less talk, more action.",,platform/published,openai/gpt-6-sol-pro:batch,opinion,4,"The statement expresses a preference for action over discussion, not a claim that can be objectively proved.",social,4,"It concerns how people should behave, which is a matter of human priorities and expectations.",figure of speech,3,"It is a concise aphorism rather than a specific instruction about how much to talk. Its words also have a straightforward meaning, so this distinction is slightly less certain.",normative,4,It recommends a course of behavior rather than describing an empirical regularity.,knowledge,3,It states a practical viewpoint without presenting a conclusion derived from explicit premises.,everyday,4,Balancing discussion and action is a familiar situation in ordinary life.,1,It conveys the familiar practical idea that taking action can matter more than continuing to talk about it.
d53588420b81c9c528551ecd05b9e1384e067a04e771959c70caa8bd54262c60:1,22,Foresight prevents mistakes.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,Whether anticipating consequences reduces mistakes can be tested independently of personal opinion. The unqualified word 'prevents' makes the claim broader than the evidence may support.,social,3,"Foresight concerns human planning, while what counts as a mistake depends on human goals. These make the statement primarily about human experience.",figure of speech,3,"The sentence is phrased as an aphorism: a compact, general lesson rather than a precise claim about every instance of foresight.",positive,4,It claims that foresight has an effect on mistakes. It does not explicitly say what anyone ought to do.,knowledge,3,It states a proposed regularity about planning and errors rather than laying out a conclusion derived from stated premises.,everyday,3,"People commonly plan ahead and notice whether doing so helps them avoid errors. Although broadly phrased, it describes familiar experiences.",1,It expresses the familiar practical idea that thinking ahead can help people avoid mistakes.
1f0b60e015061c56d5d924f125f3d75537ae393ad56c1549c146fd8ca6d35516:1,23,There is no honor among thieves.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"Whether someone has 'honor' depends partly on a subjective judgment, so the claim cannot be established objectively as stated. Confidence is somewhat high because the word also describes behavior that can be observed.",social,4,"The statement concerns trust and honor between people, which are social concepts rather than physical properties.",figure of speech,4,"This is an aphorism that makes a sweeping generalization, not a literal claim that no thief ever acts honorably.",normative,3,"The claim relies on the value-laden idea of honor. It also sounds like a description of behavior, which makes this classification less certain.",knowledge,4,It states a purported observation about people without presenting the steps of an argument.,abstract,3,"The proverb asserts a general pattern about thieves as a group, something that cannot be established solely through one person's experiences.",1,"It expresses a familiar practical warning against assuming that people who steal will be trustworthy, though it should not be treated as a universal rule."
585c6200fb105b2ff9c9e09ba9fb4b6f321f9ff7bb87a502e09fcbf6773f0c79:1,24,Respect for elders is a common value.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,The claim that a value is common can be investigated through surveys and observations. Confidence is slightly limited because “common” has no precise threshold.,social,4,Respect for elders is a human value shaped by social beliefs and practices.,literal language,4,The statement directly describes a value without metaphor or other figurative language.,normative,3,"Its subject is a social value, which fits the definition of normative. The confidence is not absolute because the sentence describes how widespread that value is rather than saying people should hold it.",knowledge,4,"It states an observation about what people value, without presenting a logical inference.",abstract,3,Whether a value is common is a broad generalization that cannot be established solely from one person's everyday experiences.,1,"It expresses a widely familiar understanding of a social value, even though its prevalence varies across communities."
78ed8f420d160186cb5e7ff9303d62de13032d83c2da0c8e5fba2063beba65ae:1,25,Dreams are worth chasing.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,4,"Whether a dream is worth pursuing depends on personal values and circumstances, so the claim cannot be established as objectively true.",social,4,"The statement concerns human aspirations and judgments about what is worthwhile, not a measurable physical property.",figure of speech,4,“Chasing dreams” metaphorically means pursuing aspirations rather than literally running after dreams.,normative,4,Calling dreams “worth chasing” expresses a value judgment about what people should pursue.,knowledge,3,It states a general belief about pursuing aspirations without presenting the observations or logic used to reach it.,everyday,3,"People commonly consider whether to pursue personal goals in ordinary life, though the statement expresses that experience as a broad maxim.",1,"It expresses a familiar, practical belief that pursuing meaningful aspirations can be worthwhile, even if it does not apply in every circumstance."
8f0a2485e6685d564878e20b7b33e3a2317ff6a7bf49f627e21505eb8a5abf5f:1,26,What goes around comes around,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"The saying expresses a belief that people's actions eventually bring similar consequences back to them. Its broad, unspecified claim is difficult to demonstrate objectively.",social,4,"In its usual meaning, the saying concerns human behavior and its perceived consequences, not a physical process.",figure of speech,4,It is an aphorism: things 'coming around' represents consequences returning to the person responsible.,normative,3,"The saying commonly conveys a belief in moral accountability. It can also sound like a prediction about what happens, so this distinction is somewhat ambiguous.",knowledge,4,It states a purported general pattern without presenting premises or a logical argument for it.,abstract,3,"Although it applies to ordinary interactions, it claims a broad pattern of consequences that cannot be established from one person's experiences alone.",1,It is a familiar piece of practical wisdom about how one's treatment of others may affect what happens to oneself.
851ed1ba6e2e4deb8f96f4d487ddefe7097df33b4bd21bd70acc2993d5544e7f:1,27,Discrimination is unjust.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,4,"Calling discrimination unjust is a moral judgment, not a claim that can be demonstrated independently of values.",social,4,Discrimination and judgments of justice concern human behavior and social norms.,literal language,4,"The statement says directly what it means, without metaphor or other figurative language.",normative,4,The word “unjust” expresses an evaluation of how people ought to be treated.,knowledge,3,"It states a view about discrimination rather than presenting premises and a logical conclusion. The judgment could be supported by reasoning, but none is given here.",abstract,3,"Although people can encounter discrimination in daily life, the statement expresses a general moral principle rather than describing a particular experience.",1,"It expresses a widely shared, readily understood judgment about fair treatment."
e0e9a6b7050964a40b8ed7aabe6679b1044b0df0dd0bcb8ad5f7b3b0685ce083:1,28,Kind words have the power to build bridges.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"The claim expresses a broad belief about the effects of kindness, and its figurative wording makes it difficult to verify objectively. It is plausible, but not precise enough to establish as a fact.",social,4,The statement concerns communication and relationships between people. These are social experiences rather than physical properties.,figure of speech,4,"“Build bridges” is a metaphor for creating understanding or connection, not constructing actual bridges.",normative,3,"The statement presents kindness as valuable in human relationships. Although it suggests a possible effect of kind words, its emphasis is a value-laden message rather than a precise empirical regularity.",knowledge,4,It states a general observation about how words can affect relationships. It does not present a conclusion derived from explicit premises.,everyday,3,"People can encounter kind words improving a relationship in ordinary life. The statement generalizes that familiar experience, even though it uses a metaphor.",1,It expresses the familiar idea that speaking kindly can help people connect or reconcile.
d7820283efeda51b91e0fc52a45263b1b06c8ac588cd46e39f3404cac54e834c:1,29,Trust is hard-earned.,,platform/published,openai/gpt-6-sol-pro:batch,opinion,3,"How hard trust is to earn varies by person and situation, so the statement cannot be established as universally true. I am somewhat confident because experiences of building trust could still provide evidence for it.",social,4,"Trust is a feature of human relationships and perceptions, not a physical property.",figure of speech,4,"The phrase is an aphorism, and 'earned' describes gaining trust by analogy with receiving a reward for work.",positive,3,It describes how trust tends to develop rather than saying how anyone ought to behave. I am somewhat confident because 'hard' also conveys a subjective judgment.,knowledge,4,It states an observation about relationships without presenting a chain of reasoning.,everyday,3,People can encounter the difficulty of gaining someone else's trust in ordinary relationships. I am somewhat confident because the statement expresses that experience as a broad generalization.,1,It expresses a familiar practical understanding that building trust often takes time and effort.
fa2e9575b450f4a05e7c2383e089ad0995782730379d2a2a7ffda6df662df071:1,30,Art can be a form of self-expression.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,"An artist can use a work to communicate their own feelings or experiences, which supports the statement. I am somewhat confident because identifying self-expression in a particular work can involve interpretation.",social,4,Art and self-expression concern human communication and experience rather than natural or physical rules.,literal language,4,The statement directly says that art can express something about its creator; it does not rely on a metaphor or other figure of speech.,positive,3,It describes a possible use of art without saying that art ought to serve that purpose. I am somewhat confident because what counts as self-expression can be interpreted differently.,knowledge,4,"It states an observation about what art can do, rather than presenting a conclusion derived from premises.",everyday,3,People can encounter or create expressive art in ordinary life. I am somewhat confident because the sentence states this as a general possibility rather than describing one specific experience.,1,"It is a widely understood, everyday observation that people can express themselves through art."
a6b6be90653adb9b78330b7efea73ea6925118e30eca1f05abdf25f39f7b843b:1,31,Shaking hands is a common greeting.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,Whether handshakes are commonly used as greetings can be checked through observation. Its accuracy varies by culture and setting.,social,4,"Calling a handshake a greeting depends on a shared human convention, not on the physical motion alone.",literal language,4,The statement plainly describes a way people greet each other and uses no figurative expression.,normative,3,"The statement concerns a social convention, which fits the given definition of normative. It describes that convention rather than recommending it.",knowledge,4,It states an observation about greeting practices without presenting a chain of reasoning.,everyday,4,Greeting someone with a handshake is a situation people can encounter in ordinary life.,1,Recognizing a handshake as a familiar form of greeting is ordinary social knowledge.
dea4bc979a74e51c13f221c194fa2997cf0fd927c6b6aec23b1ee9c08edb6650:1,32,Santa Claus brings presents to children on Christmas.,,platform/published,openai/gpt-6-sol-pro:batch,fact,4,"Read literally, this is a claim about who delivers presents, which could be checked independently of anyone's opinion. A claim can be factual in this sense even if it is false.",social,4,Santa Claus and Christmas gift-giving are part of a human cultural tradition. The statement is best understood in that social context.,literal language,3,The sentence plainly says that Santa delivers presents; it does not use an obvious metaphor or idiom. Confidence is slightly lower because people may sometimes use “Santa” to stand for the adults giving the gifts.,normative,2,"The claim expresses a culturally shared belief about a Christmas tradition, which fits the definition's reference to beliefs and conventions. It could also be read as a positive claim about a purported event.",knowledge,4,"It states a familiar claim rather than drawing a conclusion from premises. Under the given definition, the claim need not be true to count as knowledge.",everyday,3,Christmas presents and stories about Santa are familiar parts of many people's ordinary experience. The claim concerns that recognizable setting rather than an abstract principle.,1,"It reflects widely shared cultural knowledge about the Santa Claus story, even though it is not literally true."
2f207c16e59a5e1e9039140b407c5a682e19baf42c38187fd8bbbed9b1148af1:1,33,Classical music helps with concentration.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,The effect of classical music on concentration can be tested empirically. Confidence is somewhat limited because the statement does not specify whom it helps or under what conditions.,physical,3,"The statement concerns a measurable effect on attention, which can be studied through psychology and biology. Individual preferences may also influence the effect.",literal language,4,The words plainly assert that classical music can improve concentration; there is no apparent figurative meaning.,positive,4,It describes a possible effect in the world rather than saying what anyone should do or value.,knowledge,4,It states an observation or claim about music and attention without presenting a chain of reasoning.,everyday,3,"Listening to music while trying to focus is an ordinary experience. The statement generalizes from such situations, which slightly limits confidence.",1,"It is a familiar practical claim people might use when choosing music for studying or working, even though it may not hold for everyone."
d7ce7e0378617a1a073e6c5911510305d4e5f9ef18ff121a0efba8a4744dc9be:1,34,People celebrate birthdays.,,platform/published,openai/gpt-6-sol-pro:batch,fact,4,"Birthday celebrations can be observed, so the statement can be checked independently of anyone's opinion.",social,4,Celebrating birthdays is a human custom rather than a feature governed by natural laws.,literal language,4,"The statement uses ordinary words to describe what people do, without figurative meaning.",positive,4,It describes an observable practice rather than saying that people should celebrate birthdays.,knowledge,4,"It states a familiar observation, not a conclusion derived through an argument.",everyday,4,Birthday celebrations are occasions people commonly encounter in ordinary life.,1,"It expresses widely known, everyday knowledge about a common human practice."
96e4e76d19b8eabab4c0d6a0eca5acd4347338a08916ab07a2bc5bfe21740cad:1,35,It's common to send holiday cards around December.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,"How often people send holiday cards in December can be checked against evidence, though 'common' is somewhat imprecise.",social,4,"Sending holiday cards is a human custom, not a feature governed by natural laws.",literal language,4,"The statement describes the practice directly, without figurative wording.",positive,4,It describes how often something happens rather than saying people should do it.,knowledge,4,It states an observation about a social practice without presenting a chain of reasoning.,everyday,4,Sending or receiving holiday cards is something people can encounter in ordinary life.,1,It expresses a familiar observation about a seasonal custom.
7d7314760f6847f2b475569e7e68b420db18f573a982cd72e92d51e46d7d3b09:1,36,Regular savings lead to financial stability.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,The relationship between saving regularly and financial stability can be investigated using financial data. Confidence is somewhat high because the terms are broad and the claim does not hold in every case.,social,4,Saving and financial stability depend on money and economic arrangements created by people.,literal language,4,The statement directly describes a proposed financial relationship without metaphor or exaggeration.,positive,4,"It claims that one practice tends to produce an outcome, rather than saying that people ought to save.",knowledge,3,It states a general observation about finances without showing a chain of logical steps. Confidence is somewhat high because the statement could also serve as a conclusion in a larger argument.,everyday,3,People can encounter saving and financial stability in ordinary life. Confidence is somewhat high because the statement also expresses a general pattern beyond any one person's experience.,1,It expresses a widely understood practical idea: setting money aside regularly can help people manage financial uncertainty.
2361950329e52be8517bef8556b5b5de364e2c5bdf85323e6d979e9a6d24ba31:1,37,Graduating college increases job prospects.,,platform/published,openai/gpt-6-sol-pro:batch,fact,3,The claim can be tested by comparing employment opportunities for graduates and non-graduates. Confidence is somewhat limited because 'job prospects' can be measured in different ways.,social,4,College credentials and hiring opportunities depend on human institutions and employer decisions.,literal language,4,"The statement directly describes a proposed effect of graduation, without using metaphor or exaggeration.",positive,4,"It makes a claim about an observable relationship, rather than saying what people should do.",knowledge,3,It states a general observation about the world without presenting the steps of an argument.,abstract,3,"Although graduation and job seeking are familiar experiences, the general claim that graduation increases prospects requires comparing outcomes beyond any one person's experience.",1,It expresses a widely understood expectation that a college degree can help someone find work.
