statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"Since sound crawls sluggishly behind blazing light, distant lightning flashes precede their thunder.",1,"The speeds of light and sound are objectively measurable physical constants, rendering the statement factual. I am very confident it is a fact.",4,1,"It concerns relative velocities of electromagnetic waves and acoustic pressure waves, which are purely physical. I am very confident this is physical.",4,0,"Phrasing such as sound 'crawls sluggishly' uses zoomorphism/personification, ensuring it is figurative. I am very confident it is a figure of speech.",4,1,It describes an observable natural physical sequence rather than an ethical standard. I am very confident it is positive.,4,0,It deduces temporal perception order from the difference between the speeds of light and sound. I am very confident in this reasoning.,4,0,Wave propagation speeds across distances constitute generalized physics principles beyond subjective sensory limits. I am somewhat confident in its abstract classification.,3,You always see a distant lightning flash before hearing its thunder because light travels faster than sound.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Because ice floats like a cork, freezing lakes protect deep underwater life.",1,"The lower density of ice compared to liquid water is an established empirical fact, not an opinion. I am very confident this is a fact.",4,1,"It relies on the anomalous density of solid water and aquatic biology, which are physical features. I am very confident this is physical.",4,0,"The phrase 'floats like a cork' is a simile, establishing the presence of a figure of speech. I am very confident it is figurative.",4,1,It describes a regular scientific outcome of water's anomalous expansion without normative assertions. I am very confident this is positive.,4,0,It logically links density-driven buoyancy of ice to the insulation of subsurface aquatic life. I am very confident this demonstrates reasoning.,4,0,Ecosystem preservation via thermodynamic water stratification reflects ecological theory beyond single casual observations. I am somewhat confident it is abstract.,3,"Ice floats on top of water instead of sinking, allowing aquatic life to survive underneath during winter.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Since vacuum is a hungry void, unsealed atmospheric pressure instantly crushes hollow drums.",1,"Atmospheric pressure differentials can be measured and verified experimentally, proving it is a fact. I am very confident this is a fact.",4,1,"It is grounded in barometric pressure and pneumatics, which are natural physical mechanics. I am very confident this is physical.",4,0,"Calling a vacuum a 'hungry void' is an anthropomorphic metaphor, making the statement figurative. I am very confident it contains figurative language.",4,1,It identifies a physical law of pressure differential rather than a moral imperative. I am very confident it is positive.,4,0,It concludes structural collapse will occur from a differential between internal vacuum and external air pressure. I am very confident this is reasoning.,4,0,Pressure equilibria across closed physical volumes represent general mechanical principles. I am somewhat confident this is abstract.,3,Removing air from inside a sealed container causes external air pressure to crush it inward.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Because dry forests become tinderboxes, unchecked spark flurries inevitably birth raging infernos.",1,The ignition of dry combustible biomass by sparks is an empirically verifiable physical fact. I am very confident this is a fact.,4,1,"It involves thermal combustion, wood moisture content, and chemical oxidation, which are physical. I am very confident this is physical.",4,0,Calling forests 'tinderboxes' and sparks 'birthing infernos' uses clear metaphors and idioms. I am very confident it is a figure of speech.,4,1,It highlights an empirical natural relationship rather than a normative ethical guideline. I am very confident it is positive.,4,0,It infers massive fire spread from low moisture levels and spark introduction using causal logic. I am very confident in this reasoning.,4,0,Wildfire propagation models describe aggregate ecological phenomena across broad landscapes. I am somewhat confident this is abstract.,3,"Tiny sparks in dry woods quickly turn into massive, uncontrollable forest fires.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Since salt poisons cellular thirst, drinking sea water inevitably accelerates bodily dehydration.",1,"Osmotic dehydration from hypertonic ingestion is an established biological fact, not an opinion. I am very confident this is a fact.",4,1,"It concerns cellular osmosis and mammalian renal physiology, which are natural biological processes. I am very confident this is physical.",4,0,The phrase 'poisons cellular thirst' uses metaphorical language to describe osmotic imbalance. I am very confident it is figurative.,4,1,It describes a causal physiological process rather than a normative moral opinion. I am very confident it is positive.,4,0,It derives net dehydration from the physiological demand to excrete hypertonic saline solutions. I am very confident this is reasoning.,4,0,Osmotic gradients across biological membranes are systematic biochemical principles not directly seen by the naked eye. I am somewhat confident it is abstract.,3,Drinking ocean water dehydrates you faster because your body uses more water to flush out the salt.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Because gravity anchors all matter, throwing stones heavenward guarantees their swift return.",1,Gravitational attraction causing deceleration and descent is testable and universally factual. I am very confident this is a fact.,4,1,"It describes gravitational acceleration acting on physical mass, which is a fundamental physical law. I am very confident this is physical.",4,0,Using 'heavenward' and saying gravity 'anchors' matter employs poetic and metaphorical idiom. I am very confident it contains figurative speech.,4,1,It asserts a descriptive law of planetary mechanics rather than an ethical standard. I am very confident it is positive.,4,0,It deduces the necessary return of a projectile from the continuous downward pull of gravity. I am very confident this is reasoning.,4,0,Universal gravitation constitutes a generalized scientific law that transcends individual isolated events. I am somewhat confident it is abstract.,3,Whatever goes up must come down due to Earth's gravitational pull.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Since predators keep herbivore appetites caged, top carnivores naturally stabilize planetary ecosystems.",1,"Trophic regulation by apex predators is an empirically validated ecological fact, not an opinion. I am very confident this is a fact.",4,1,"It describes trophic cascades and population dynamics in ecology, which are biological and physical. I am very confident this is physical.",4,0,Describing appetites as being 'kept caged' is a metaphor for population control. I am very confident it uses figurative speech.,4,1,It describes an ecological equilibrium mechanism rather than a normative moral statement. I am very confident it is positive.,4,0,It infers whole-ecosystem balance from the suppressive population effect of predation on herbivores. I am very confident this is reasoning.,4,0,Trophic cascade models summarize complex macro-ecological interrelations across extensive food webs. I am somewhat confident this is abstract.,3,Predators keep plant-eating animal populations from exploding and destroying vegetation.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Because black surfaces swallow light hungrily, dark vehicles naturally bake in intense sunshine.",1,"Albedo and heat absorption can be measured with standard scientific instruments, making it a fact. I am very confident this is a fact.",4,1,"It is based on electromagnetic radiation absorption and thermal thermodynamics, which are physical. I am very confident this is physical.",4,0,The phrasing 'swallow light hungrily' and 'bake' uses personification and hyperbole. I am very confident this is figurative.,4,1,It states a physical law of radiation absorption without normative or prescriptive assertions. I am very confident it is positive.,4,0,It deduces higher thermal buildup from the radiative absorption properties of darker pigments. I am very confident in this reasoning.,4,0,Radiative heat absorption principles represent universal thermodynamic rules across materials. I am somewhat confident this is abstract.,3,Dark cars become much hotter inside on sunny days because dark colors absorb more heat.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Since oil and water wage chemical war, mechanical mixing never produces true unity.",1,Phase separation between hydrophobic and hydrophilic compounds is a testable physical fact. I am very confident this is a fact.,4,1,"It is determined by chemical polarity and molecular intermolecular forces, which are physical. I am very confident this is physical.",4,0,Saying substances 'wage chemical war' and fail to achieve 'true unity' uses metaphor and personification. I am very confident it is figurative.,4,1,It describes a regular chemical behavior rather than expressing a normative rule of conduct. I am very confident this is positive.,4,0,It deduces immiscibility from the fundamental chemical incompatibility of polar and nonpolar liquids. I am very confident this is reasoning.,4,0,Molecular polarity and entropy of mixing reflect theoretical thermodynamic abstractions. I am somewhat confident this is abstract.,3,Oil and water will never stay mixed together because they naturally separate.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Because biological clocks march forward relentlessly, continuous cellular stress guarantees accelerated bodily decay.",1,The correlation between chronic cellular stress and accelerated biological aging is an empirical fact. I am very confident this is a fact.,4,1,"It reflects physiological homeostasis, telomere shortening, and biological aging, which are physical. I am very confident this is physical.",4,0,The phrase 'biological clocks march forward relentlessly' is a personified metaphor. I am very confident it contains a figure of speech.,4,1,It states an empirical biological regularity without passing moral or normative judgment. I am very confident this is positive.,4,0,It connects ongoing systemic stress logically to accelerated physiological degradation. I am very confident this represents reasoning.,4,0,Senescence and systemic stress response are complex physiological concepts across organismal lifespans. I am somewhat confident this is abstract.,3,Prolonged physical stress takes a toll on the body and speeds up the aging process.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Because extreme heat strains human biology, societies ought to redesign urban infrastructure.",0,The assertion that societies ought to redesign infrastructure is a value-based recommendation that cannot be definitively proven true or false. I am very confident this is subjective opinion rather than factual observation.,4,1,"It roots its reasoning in thermodynamics and human physiological limits, which are natural physical laws. I am somewhat confident in this feature because while the premise is physical, the conclusion prescribes social action.",3,1,The words strictly denote thermal strain and civil engineering adaptations without figurative flourishes. I am very confident this uses literal prose rather than metaphorical speech.,4,0,The statement prescribes an ethical obligation on how society ought to act in response to heat. I am confident it represents a normative policy value rather than purely descriptive fact.,4,0,The statement derives a prescriptive policy conclusion directly from a biological premise using causal logic. I am very confident this demonstrates reasoning rather than an isolated fact.,4,0,Urban infrastructure adaptation and systemic biological strain operate at a macro societal level beyond solitary personal observation. I am confident this summarizes large-scale phenomena rather than an everyday occurrence.,3,It reflects the intuitive judgment that environments should be adapted to protect human health against harsh natural elements.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Heavy vehicles cause severe road degradation, therefore city councils should restrict freight transport.",0,Whether restricting freight is the proper solution involves competing economic values that cannot be empirically settled. I am confident this policy judgment is an opinion rather than an objective fact.,4,1,"The premise addresses mass, mechanical stress, and material degradation governed by classical physics. I am somewhat confident because the physical premise motivates a non-physical governance decision.",3,1,The language directly refers to heavy freight and paved surfaces without poetic or hyperbolic expressions. I am confident the text is entirely literal.,4,0,The statement specifies a rule of conduct that councils should follow. I am confident that it embodies a normative recommendation rather than a positive description of what is.,4,0,The connective 'therefore' links physical pavement mechanics to an urban planning deduction. I am very confident that this exhibits clear logical reasoning.,4,0,Road durability statistics and municipal transportation policy involve systemic engineering analyses beyond immediate daily observation. I am somewhat confident this reflects abstract planning principles rather than an immediate everyday event.,3,"People naturally deduce that heavier loads cause greater wear and tear, necessitating limits on their usage.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Polluted water harms mammalian physiology, so governments must prioritize clean river protection.",0,Prioritizing environmental protection over other governmental duties is a political judgment that cannot be empirically measured. I am confident this represents an opinion on prioritization.,4,1,Toxicity and mammalian physiological distress are governed by biochemical realities. I am somewhat confident since the physical mechanism underpins a moral policy mandate.,3,1,Every term literally describes water purity and physiological welfare without figurative idioms. I am very confident that this is plain literal language.,4,0,The statement uses 'must prioritize' to establish a standard of duty and moral governance. I am very confident it expresses a normative value rather than a neutral observation.,4,0,The word 'so' infers a broad legislative mandate directly from a biological vulnerability. I am very confident this displays logical deduction.,4,0,Regional hydrological ecosystems and broad governmental priorities are broad concepts exceeding localized individual experience. I am confident it represents an abstract systemic claim.,3,"It is universal common sense that biological organisms need unpolluted water to survive, requiring collective protection.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Deforestation accelerates soil erosion, therefore agricultural policies ought to mandate reforestation.",0,Deciding to mandate reforestation through policy involves regulatory debate that cannot be proven objectively correct. I am confident this reflects a policy opinion.,4,1,"Soil mechanics, gravity, and hydrological erosion represent tangible physical dynamics. I am somewhat confident because it combines physical geography with social regulation.",3,1,It uses standard scientific and policy terms strictly according to their direct definitions. I am very confident there are no figures of speech.,4,0,The phrase 'ought to mandate' sets forth an environmental norm and administrative rule. I am very confident this is a normative demand rather than a mere description.,4,0,It links an ecological causal process to an administrative solution through explicit deductive reasoning. I am very confident this embodies inferential reasoning.,4,0,Landscape-scale geomorphology and agricultural policy frameworks are broad systemic regularities. I am confident that this claim is abstract rather than confined to an everyday household occurrence.,3,"It is widely recognized that plant roots hold topsoil in place, making tree planting sensible.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Fossil fuel emissions trap heat globally, hence nations should switch to renewable energy.",0,Advocating that nations should switch energy systems is an ongoing socio-political preference without absolute objective proof. I am confident this is an opinion on national strategy.,4,1,Atmospheric thermodynamics and radiant energy absorption are governed by physics. I am somewhat confident because the physical finding serves to justify a societal action.,3,1,The statement describes atmospheric emissions and energy infrastructure without metaphor. I am very confident in its literal phrasing.,4,0,The term 'should switch' explicitly introduces an ethical and strategic directive for nation-states. I am very confident this satisfies the normative feature.,4,0,The deduction 'hence nations should' derives an overarching strategy from greenhouse thermodynamics. I am very confident this satisfies the reasoning criterion.,4,0,Global atmospheric radiative forcing and international energy transitions cannot be perceived directly by an individual. I am confident this reflects high-level abstract reasoning.,4,"Most people understand that trapping atmospheric heat causes warming, so cleaner energy sources should be used.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Excess dietary sugar damages cardiovascular health, so public schools should ban soda machines.",0,Banning vending machines is an educational policy preference rather than a provable empirical fact. I am confident this recommendation represents an opinion.,4,1,Cardiovascular damage from carbohydrate metabolism is a biochemical and biological reality. I am somewhat confident because this biological premise justifies an institutional regulation.,3,1,"It refers plainly to sugar, heart health, and vending machines without figurative devices. I am very confident that the language is completely literal.",4,0,It argues what public institutions 'should' do based on health values. I am very confident this expresses a normative standard.,4,0,A logical consequence is drawn from physiological harm to an institutional prohibition. I am very confident this shows step-by-step reasoning.,4,0,Epidemiological health outcomes across student populations represent aggregate patterns rather than single personal encounters. I am somewhat confident in its abstract characterization.,3,"People know that unhealthy drinks harm children's bodies, so schools should limit their availability.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Industrial chemical runoff poisons aquatic ecosystems, so factories ought to reduce toxic output.",0,"Demanding reductions in toxic output involves balancing industrial costs against environmental preservation, which is subjective. I am confident that this is an opinion on corporate conduct.",4,1,Chemical toxicity and physiological mortality in aquatic organisms are physical and biochemical processes. I am somewhat confident because the physical reality motivates a commercial requirement.,3,1,The sentence relies strictly on plain chemical and industrial vocabulary without idioms. I am very confident that it is literal.,4,0,The statement asserts an ethical obligation about what factories ought to do. I am very confident it presents a normative standard.,4,0,The premise that runoff poisons ecosystems logically supports the conclusion to decrease toxicity. I am very confident that this exhibits clear reasoning.,4,0,Aquatic ecotoxicology and industrial waste regulation encompass broad ecological relationships beyond immediate human senses. I am confident this constitutes abstract reasoning.,3,"It is basic common sense that dumping poison into rivers kills fish, so factories must stop.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Seismic waves destroy brittle concrete buildings, therefore engineers should mandate flexible steel.",0,Mandating specific materials across building codes remains an engineering judgment open to professional debate. I am confident this prescriptive rule qualifies as an opinion.,4,1,Seismic energy propagation and tensile material failure are direct applications of mechanics and physics. I am confident in its physical foundation despite the normative conclusion.,3,1,Materials and forces are named explicitly according to their structural engineering definitions. I am very confident there is no figurative meaning.,4,0,It stipulates what building designers and regulators 'should mandate' as safe practice. I am very confident in its normative stance.,4,0,The statement concludes an engineering requirement based on the mechanical vulnerabilities of concrete. I am very confident that it shows deductive reasoning.,4,0,Seismology and macro-level structural engineering standards synthesize aggregate historical data rather than singular impressions. I am confident this is abstract knowledge.,3,"When earthquakes shake rigid structures, they crumble, so builders should use stronger, flexible materials.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Airborne viral transmission peaks indoors, so architects ought to mandate advanced ventilation.",0,Choosing architectural mandates over other interventions is a subjective design priority. I am confident this recommendation functions as an opinion.,4,1,Aerosol dispersion and fluid aerodynamics are empirical physical and biological dynamics. I am somewhat confident because the physical mechanism motivates a professional guideline.,3,1,"The statement plainly names pathogens, indoor spaces, and ventilation systems without metaphor. I am very confident of its literal status.",4,0,It sets an operational standard for what architects 'ought' to require in their projects. I am very confident in its normative character.,4,0,The assertion deduces architectural obligations directly from the physics of viral transmission. I am very confident in this reasoning structure.,4,0,Fluid dynamics and epidemiological transmission models represent complex scientific conclusions rather than simple personal observations. I am confident that this satisfies the abstract requirement.,3,"Viruses spread faster in enclosed spaces, so installing better airflow systems is common sense.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Overusing antibiotics breeds resilient bacterial strains, therefore doctors should restrict prescriptions.",0,The exact threshold for restricting prescriptions is a medical policy judgment that cannot be universally calculated. I am confident this guideline constitutes an opinion.,4,1,"Bacterial genetics, biochemistry, and pharmacological reactions are biological and physical realities. I am somewhat confident because it blends microbiology with professional clinical ethics.",3,1,The words designate pharmacological compounds and bacterial selection literally without figures of speech. I am very confident that it is literal language.,4,0,It asserts an ethical and professional standard that medical practitioners 'should' adopt. I am very confident in its normative nature.,4,0,A clear causal inference is drawn from evolutionary mutation to professional restraint. I am very confident in this reasoning link.,4,0,Evolutionary resistance among microscopic microbial populations across time is an abstract scientific principle. I am confident it is abstract rather than a common visual occurrence.,3,"Overusing medicines makes germs stronger over time, so doctors should be more cautious when prescribing them.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Nuclear radiation alters cellular DNA, therefore humanity must avoid expanding atomic warfare.",0,The imperative to avoid expanding warfare is an existential and ethical stance rather than an empirical constant. I am confident this moral conclusion is an opinion.,4,1,Ionizing radiation altering nucleotide molecules is a measurable atomic and biochemical event. I am confident that the physical property is prominent.,3,1,"The statement refers straightforwardly to radiation, DNA, and warfare with zero figurative rhetoric. I am very confident of its literal language.",4,0,The phrase 'must avoid' establishes a fundamental moral prohibition for human civilization. I am very confident that this is normative.,4,0,It derives a global anti-war imperative directly from the biophysical damage caused by radiation. I am very confident this represents logical reasoning.,4,0,"Subatomic ionizing radiation, genetic mutation, and geopolitical warfare exceed individual sensory experience. I am confident in its abstract scope.",4,"Radiation inflicts horrific cellular harm on living bodies, making the prevention of nuclear war obviously imperative.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
"Extreme droughts reduce global freshwater supplies, so communities ought to ration agricultural irrigation.",0,Deciding whether to ration irrigation versus restricting other usages is an unsettled community judgment. I am confident this proposal is an opinion.,4,1,Precipitation scarcity and planetary water volume are governed by geophysical mechanisms. I am somewhat confident because the physical premise informs a civic policy.,3,1,It uses straightforward terms describing meteorological drought and water rationing. I am very confident it contains no figurative language.,4,0,It prescribes how human settlements 'ought' to manage their remaining water resources. I am very confident in its normative framing.,4,0,The logical indicator 'so' bridges a physical water shortage to a collective rationing measure. I am very confident this shows structured reasoning.,4,0,Global hydrological cycles and aggregate drought patterns are comprehensive systems beyond personal daily observation. I am confident this represents an abstract deduction.,3,"When water becomes scarce due to drought, human settlements naturally recognize the need to conserve it.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",google/gemini-3.8-flash
