statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
The grass is always greener on the other side.,1,The claim about human perception is not objectively testable. I am somewhat unconfident because it is a general saying rather than a demonstrable fact.,2,0,"It concerns human perception, envy, and comparison. I am very confident it is social because it is about human psychology and social comparison.",4,0,It is a metaphor for envying others' circumstances. I am very confident it is figurative because grass is not the real subject.,4,1,"It describes a perceptual regularity, not a moral rule. I am somewhat confident because it can be used to criticize envy, but the claim is descriptive.",3,0,It reasons that distance makes other situations appear better. I am very confident it is reasoning because it presents a conclusion about perception.,4,0,The conclusion about comparative perception is a general principle not learned from one case. I am very confident it is abstract because it is a broad psychological claim.,4,It means people tend to believe others have better circumstances than their own.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
Too many cooks spoil the broth.,1,"The literal cooking claim can be tested, but the social application is not strictly factual. I am somewhat unconfident because the proverb is not primarily factual.",2,0,The saying is about group coordination and human projects. I am very confident it is social because it is used to describe social organization.,4,0,It is a metaphor for group work using cooking imagery. I am very confident it is figurative because the broth represents a project.,4,1,"It states a causal regularity about cooking, not a norm. I am very confident it is positive because the literal claim is empirical.",4,0,It reasons that too many inputs can harm an outcome. I am very confident it is reasoning because it presents a causal conclusion.,4,0,The conclusion about group inefficiency is a general principle beyond direct experience. I am very confident it is abstract because it is a broad organizational claim.,4,It means too many people involved in a task can ruin it.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A stitch in time saves nine.,1,"The literal sewing claim can be tested, but the human advice is not factual. I am somewhat unconfident because the proverb is not primarily factual.",2,0,The saying is about human prudence and problem-solving. I am very confident it is social because it is used to advise human action.,4,0,It is a metaphor for timely action using sewing imagery. I am very confident it is figurative because the stitch represents a small fix.,4,1,"It states a factual regularity about sewing and repair, not a norm. I am very confident it is positive because the literal claim is empirical.",4,0,It reasons that early repair prevents more work later. I am very confident it is reasoning because it presents a causal and preventive conclusion.,4,0,The conclusion about timely intervention is a general principle not learned from one event. I am very confident it is abstract because it is a broad lesson.,4,It means fixing a small problem early prevents a larger problem later.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
Rome wasn't built in a day.,1,"The literal historical claim is true, but the general lesson is not strictly factual. I am somewhat confident because the literal fact is demonstrable but the proverb is not used that way.",3,0,"The saying is about human effort, achievement, and patience. I am very confident it is social because it is used to describe human projects.",4,0,It is a metaphor using Rome to represent any great achievement. I am very confident it is figurative because Rome is symbolic.,4,1,"It states a historical fact about Rome's construction, not a norm. I am very confident it is positive because the literal claim is factual.",4,0,"It reasons that a large city required a long time, so large tasks require time. I am very confident it is reasoning because it draws an analogy and conclusion.",4,0,The conclusion about large endeavors is a general principle beyond direct experience. I am very confident it is abstract because it is a broad lesson about time and effort.,4,It means great achievements take time and patience.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
The apple doesn't fall far from the tree.,1,"The literal apple claim can be tested, but the human resemblance claim is not strictly factual. I am somewhat unconfident because the proverb is not primarily factual.",2,0,The saying is about family resemblance and human development. I am very confident it is social because it is used to describe human relationships.,4,0,It is a metaphor comparing children to apples and parents to trees. I am very confident it is figurative because the apple is not the real subject.,4,1,"It states an observable physical regularity about apples and trees, not a norm. I am very confident it is positive because the literal claim is empirical.",4,0,"It reasons that apples near the tree come from it, so children near parents resemble them. I am very confident it is reasoning because it draws an analogical conclusion.",4,0,The conclusion about parent-child similarity is a general principle beyond direct experience. I am very confident it is abstract because it is a broad generalization.,4,It means children tend to resemble their parents in behavior or character.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A leopard cannot change its spots.,1,"The literal leopard claim is true, but the human nature claim is not objectively testable. I am somewhat unconfident because the proverb is not primarily factual.",2,0,The saying is about human character and change. I am very confident it is social because it is used to describe human nature.,4,0,It is a metaphor comparing human nature to a leopard's spots. I am very confident it is figurative because the leopard is not the intended subject.,4,1,"It states a biological fact about leopards, not a norm. I am very confident it is positive because the literal claim is empirical.",4,0,"It reasons that a leopard's spots are fixed, so human nature is fixed. I am very confident it is reasoning because it draws an analogical conclusion.",4,0,The conclusion about fixed human nature is a general principle beyond direct experience. I am very confident it is abstract because it is a broad claim about character.,4,It means people cannot change their fundamental nature.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
"When in Rome, do as the Romans do.",1,The claim is normative advice and not objectively testable. I am somewhat unconfident because it is a recommendation rather than a fact.,2,0,"It concerns social norms, customs, and conformity. I am very confident it is social because it is about human cultural behavior.",4,0,It uses Rome as a metonym for any foreign place. I am very confident it is figurative because Rome represents any local culture.,4,1,"It describes a regularity about social adaptation, not a moral rule. I am somewhat confident because it is advisory, but the underlying claim is descriptive.",3,0,It reasons that following local practices leads to better social integration. I am very confident it is reasoning because it presents a conclusion about behavior.,4,0,The conclusion about adapting to local customs is a general principle beyond direct experience. I am very confident it is abstract because it is a broad social rule.,4,It means one should adapt to local customs and practices.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
The squeaky wheel gets the grease.,1,"The literal mechanical claim can be tested, but the social claim is not strictly factual. I am somewhat unconfident because the proverb is not primarily factual.",2,0,"The saying is about human attention, complaints, and resource allocation. I am very confident it is social because it is used to describe social dynamics.",4,0,It is a metaphor comparing a complaining person to a squeaky wheel. I am very confident it is figurative because the wheel is not the real subject.,4,1,"It states a mechanical regularity about wheels and grease, not a norm. I am very confident it is positive because the literal claim is empirical.",4,0,"It reasons that noise attracts maintenance, so complaints attract attention. I am very confident it is reasoning because it draws an analogical conclusion.",4,0,The conclusion about attention-seeking is a general principle beyond direct experience. I am very confident it is abstract because it is a broad social generalization.,4,It means those who complain or make noise get attention and resources.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
Absence makes the heart grow fonder.,1,The claim about emotions is not objectively testable. I am somewhat unconfident because it is a general saying rather than a demonstrable fact.,2,0,It concerns human emotions and relationships. I am very confident it is social because it is about interpersonal affection.,4,0,It is a metaphor and personification of the heart growing. I am very confident it is figurative because the heart does not literally grow.,4,1,"It states a psychological regularity, not a moral rule. I am somewhat confident because it can be used to console, but the claim is descriptive.",3,0,It reasons that separation increases longing and appreciation. I am very confident it is reasoning because it presents a causal conclusion about emotion.,4,0,The conclusion about absence and affection is a general principle beyond direct experience. I am very confident it is abstract because it is a broad psychological claim.,4,It means being apart from someone can increase affection.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
Every cloud has a silver lining.,1,"The literal cloud claim can be observed, but the human optimism claim is not factual. I am somewhat unconfident because the proverb is not primarily factual.",2,0,The saying is about human optimism and coping. I am very confident it is social because it is used to describe human attitudes toward adversity.,4,0,It is a metaphor comparing hope to a silver lining on a cloud. I am very confident it is figurative because clouds are not the real subject.,4,1,"It describes a perceptual regularity about clouds, not a norm. I am somewhat confident because it is often used to encourage optimism, but the literal claim is positive.",3,0,"It reasons that clouds with bright edges suggest hidden light, so difficulties contain hope. I am very confident it is reasoning because it draws an analogical conclusion.",4,0,The conclusion about hidden positives is a general principle beyond direct experience. I am very confident it is abstract because it is a broad lesson about adversity.,4,It means every difficult situation has some positive aspect.,"['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
Water in a covered pot will boil faster than in an open pot.,0,"It might seem true to many, but it is not the kind of proposition one has a subjective opinion about.",2,1,"It refers to thermal physics about heat retention and boiling, which can be measured empirically.",4,1,No metaphors or figures; the words mean exactly what they say.,4,0,"It expresses a practical belief about how the world works, not a social rule.",2,0,It combines knowledge of heat loss and covers to infer a faster boil rather than merely observing it.,4,0,The regularity is generalized beyond any single personal experience with one pot.,4,People learn through experience that covering a pot traps heat and speeds up boiling.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A balloon filled with helium rises in air because helium is lighter than air.,0,"This is an objective physical relation, not a subjective judgment.",2,1,"Helium has lower density than air, so the phenomenon is an objective physical regularity.",4,1,It uses standard scientific vocabulary with direct meaning.,4,0,"It describes a causal fact, not a value or social expectation.",2,0,It combines knowledge of helium and air density to conclude the balloon will rise.,4,0,The relation between density and buoyancy is a general principle not learned from one balloon alone.,4,It reflects a basic causal understanding of buoyancy that people apply in everyday life.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A larger gear in a clock moves more slowly than a smaller connected gear.,0,This relation is demonstrable objectively and is not subjective.,2,1,"Gear ratios, mechanical advantage, and rotational speed are objective engineering principles.",4,1,The wording is straightforward and descriptive.,4,0,"It says how things work mechanically, not how they ought to be designed.",2,0,It derives a conclusion about speed from the relationship between gear sizes.,4,0,"It states a general mechanical law, not an observation of one particular clock.",4,People familiar with clocks and bicycles have an intuition that gear size affects speed.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A clean cut on skin usually heals faster than a jagged one.,0,"Wound healing rates can be measured, so this is more factual than subjective.",3,1,"Wound healing biology depends on tissue damage and exposure, which are objective facts.",4,1,Words like clean jagged and faster mean exactly what they say.,4,0,"It is a descriptive medical claim, not a value judgment.",3,0,It connects smoothness of the wound to speed of healing through physiological inference.,3,0,It speaks of a regular pattern not reducible to a single person's injury.,3,It comes from general knowledge about wounds common in daily life.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A tire inflated above the recommended pressure is more likely to burst.,0,"Risk can be objectively tested, though probabilities are not purely subjective opinions.",3,1,"Tire failure involves pressure tolerance and material stress, which obey engineering principles.",4,1,The language is plain and factual.,4,0,"It says what is physically likely, not what people should value.",2,0,It infers failure from excessive pressure producing stress beyond stability.,4,0,"The claim is about a general safety regularity, not one particular tire.",4,Drivers learn that overinflation creates dangerous stress on the tire.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A bridge made of steel requires less maintenance than one made of soft wood.,0,"Durability comparisons can be measured, but climate changes may blur the claim.",2,1,"Material hardness, resistance to decay, and weathering are objective characteristics.",4,1,The words are literal and descriptive.,4,0,"It is not a moral judgment, though maintenance preference may be implied.",3,0,It links material property to upkeep through inference regarding wear and tear.,4,0,"It is a general claim about material performance, not one particular bridge.",4,It comes from practical knowledge about material durability.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
"The more common food in a community, the cheaper it usually costs.",0,"There are many exceptions, so it may be held as a subjective rule of thumb.",3,1,"Supply, demand, and economies of scale are social regularities observed objectively in markets.",3,1,The language is plain and exact.,4,0,"It is not prescriptive, but describes a value-neutral market tendency.",2,0,It derives a price conclusion from comparative abundance.,4,0,"The rule connects aggregate supply trends to prices, not one stall's price.",4,This reflects ordinary economics understood through daily shopping.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A branch bending under heavy snow will support more weight if it is thicker.,0,"The physical relation is objective, though conditions may vary.",2,1,Strength increased with cross-sectional area and material integrity is an engineering fact.,4,1,Words are direct and plain.,4,0,"It does not value what should be, only what is mechanically true.",2,0,It uses cause and effect reasoning to relate thickness to admissible load.,4,0,"It is a rule about branches generally, not a single observation.",4,People reason from thickness to strength when looking at trees and structures.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A rising river after days of rain will become muddier.,0,"The process is factual, but the degree of mud is predictable only probabilistically.",3,1,Sediment transport and water flow are physical processes measurable empirically.,4,1,Language is literal about water and mud.,4,0,It states no social value or proper behavior.,2,0,It infers muddiness from rising water and rainy runoff.,4,0,"It is a general hydrodynamic pattern, not one river on one day.",4,People around rivers notice that heavy rain carries sediment into water.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A heavier object dropped from the same height hits the ground no harder than a lighter one without air.,0,The physics is objective; observed impact can differ due to air resistance.,3,1,"Gravity accelerates both equally, and impact depends on net forces and energy, an objective physical fact.",4,1,The statement is technical but literal.,4,0,"It is descriptive, not prescriptive.",3,0,It derives conclusion via Newtonian mechanics and conservation laws.,4,0,It states a general physical law not from personal dropping experience alone.,4,"Though counterintuitive, people learn through science in this way.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A well-insulated house retains heat in winter more effectively.,0,The effect is measurable but depends on environmental factors.,3,1,Thermal conductivity and heat transfer are physical properties.,4,1,Language is straightforward and ordinary.,4,0,"It is a factual statement, even if it implies practical value.",2,0,It relates insulation to lower heat loss by cause and effect logic.,4,0,"It is true for houses generally, not a single home observation.",4,"People understand insulation prevents heat escape, a practical domestic truth.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A tree with more leaves will produce more oxygen this summer.,0,"This is factual, though exact oxygen amount depends on conditions.",2,1,Photosynthetic output is a biological and chemical reality measurable by gas exchange.,4,1,No figures or metaphors are used.,4,0,"It says how nature works, not what should be.",2,0,It infers oxygen output from leaf surface area and plant physiology.,4,0,"This is a general biological rule, not only one tree observation.",4,Basic biology teaches that leaves drive oxygen production through photosynthesis.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
An electric blanket consumes more power on a higher heat setting.,0,"Energy rates are measurable, so the statement is not subjective.",2,1,"Energy consumption scales with supplied power and heat dissipation, an electrical and thermodynamic fact.",4,1,It uses everyday appliance vocabulary literally.,4,0,It is descriptive rather than prescriptive about safe use.,2,0,It links heat setting to power draw through basic electrical reasoning.,4,0,It generalizes across electric blanket designs and configurations.,4,Consumers learn higher heat usually means greater electricity use.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
An engine can run hot and rust sooner without oil.,0,"This is an objective mechanical tendency, not a subjective view.",2,1,"Friction, heat, and corrosion are objective physical and chemical processes.",4,1,Language is direct and mechanical.,4,0,"It says what likely happens, not what should be valued.",2,0,"It connects oil absence to overheating, increased friction, and corrosion.",4,0,It is a general mechanical rule for internal combustion engines.,4,Motorists know oil both lubricates and cools engine components.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A dead battery will not start a car.,0,This is an objective fact about energy thresholds.,2,1,The relation between electrical charge and engine starting is an objective electrical engineering fact.,4,1,The statement is entirely literal.,4,0,"It describes operational limits, not etiquette or value.",2,0,It deduces lack of function from insufficient stored electrical energy.,4,0,"The rule extends to cars generally, not one specific dead battery.",4,People learn that a battery with no charge cannot energize the starter motor.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A sharp fall in air pressure often brings bad weather.,0,Weather prediction is probabilistic and cannot be certain.,3,1,Meteorological pressure changes are natural physical events measurable with instruments.,4,1,The statement uses plain weather terms.,4,0,It is not a judgment about what we ought to do.,2,0,It infers weather from pressure change using experienced meteorological models.,3,0,"It is a regularity across many weather systems, not one observed storm.",4,People commonly associate sudden barometric drops with storms.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
"In a colder place, water freezes more easily than in a warmer one.",0,This is objective and testable; not a matter of taste.,2,1,"Freezing depends on ambient temperature and heat transfer, a physical fact.",4,1,The words are plain and exact.,4,0,"There is no social rule, just an environmental fact.",2,0,It draws an inference from environment temperature to phase transition likelihood.,4,0,It applies as a general rule across locations and climates.,4,This is a simple insight based on ambient conditions and freezing point.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
An engine belt with cracks is more likely to break.,0,"Failure can be tested but is probabilistic, not purely subjective.",3,1,"Material fatigue, stress concentration, and failure are physical engineering facts.",4,1,The phrase is technical but entirely literal.,4,0,"It reports a physical risk, not a value decision.",2,0,It infers possible failure from visible material degradation.,4,0,"This is a common failure mode for belts generally, not a single belt experience.",4,Mechanics and drivers know cracks weaken belts and predict failure.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A lower temperature in a freezer leads to a higher shelf life for food.,0,The claim is fact-based despite occasional exceptions from food type.,3,1,"Biological and chemical spoilage reactions slow with lower thermal energy and microbial activity, an objective fact.",4,1,Language is plain and practical.,4,0,"It describes a food preservation process, not a social norm.",2,0,It derives better preservation from decrease in temperature.,4,0,"It is a general food storage principle, not just one frozen item.",4,Most people know cold environments slow spoilage.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
A clear sky after sunset will result in a colder night.,0,"Weather tendencies are probabilistic rather than opinion, but not always exact.",3,1,Radiative heat loss varies with cloud cover—an observable physical phenomenon.,4,1,The sentence is literal and specific.,4,0,There is no prescriptive ideal; only a weather pattern.,3,0,It combines knowledge of clear skies and heat radiation to forecast more cooling.,3,0,"This is a general atmospheric rule, not a one-evening observation.",4,People know clear skies allow more radiant cooling to space.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
Voice energy expands and sound gets muffled when a person speaks through a wall.,0,"Muffling is measurable, though perceived loudness varies with the listener.",3,1,"Acoustic transmission and absorption depend on mass and material, an objective physical property.",4,1,The language is literal in describing sound change.,4,0,"It is descriptive of physical acoustics, not of values.",2,0,It reasons muffle sound from sound wave interaction with the wall.,4,0,"It generalizes acoustic behavior across walls and rooms, not one room experience.",4,People know walls block weaken and soften sound transmission.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
"People tend to trust confident leaders, so charisma often wins elections.",0,It is a subjective generalization that cannot be conclusively proven or disproven.,3,0,"It concerns human perceptions of leaders and electoral behavior, not physical laws.",4,1,The words mean exactly what they say with no metaphor or figure of speech.,4,1,It describes a social regularity rather than prescribing how people should behave.,4,0,It draws a conclusion about election outcomes from a premise about trust and confidence.,4,0,"It states a broad pattern about politics and trust, not a single everyday observation.",4,This is a widely held folk belief about how confidence shapes political success.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
"Because humans fear exclusion, they often conform to group opinions.",0,The causal claim is plausible but cannot be objectively settled for all people.,3,0,"It refers to human fears, group behavior, and social conformity.",4,1,The language is plain and directly describes the claim.,4,1,"It describes how people actually behave in groups, not how they should behave.",4,0,It uses fear of exclusion as a premise to conclude that people conform.,4,0,"It is a general conclusion about human social behavior, not an everyday observation.",4,This is a common-sense belief about why people follow group norms.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
"When societies become wealthier, citizens usually demand more political freedom.",0,This broad cross-national pattern is contested and not conclusively demonstrable.,3,0,"It concerns societal wealth, citizen preferences, and political freedom.",4,1,The statement uses ordinary words with their literal meanings.,4,1,"It describes an empirical tendency in societies, not a normative ideal.",4,0,It connects economic change to a predicted shift in political demands.,4,0,It refers to a large-scale social regularity rather than individual experience.,4,This is a common-sense expectation about wealth and political demands.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",~deepseek/deepseek-pro-latest
