source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
c495f7c9b6e1d6fc9c3075021560a7408eb9933932558779f3d10351edde29bf:1,12,"Because peace requires mending fences, nations should favor dialogue over wounded pride.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim that nations ought to prefer dialogue cannot be shown true or false independently of values; it is a subjective recommendation.,social,4,"Nations, peace, dialogue and pride are human institutions and emotions, not physical or biological regularities.",figure of speech,4,"“Mending fences” is an idiom and “wounded pride” is metaphorical, so the sentence is not purely literal.",normative,4,The word “should” issues a prescription about what nations ought to do rather than describing an empirical state of affairs.,reasoning,4,"A premise (peace requires mending fences) is used to infer a policy conclusion, constituting an argument rather than a bare observation.",abstract,3,"Although the idiom is familiar, the claim concerns interstate relations that cannot be grasped from ordinary personal experience alone.",1,Preferring dialogue and reconciliation over wounded pride is widely treated as practical social wisdom.
e8211ce5de22fb8a65c0de573deeb3543441609172a90e5dd2275cfe752a0467:1,13,"Since equal dignity admits no ladders, social rank should not determine basic rights.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim about equal dignity and rights is a subjective value judgment that cannot be independently verified as true or false.,social,4,"It concerns human-constructed notions of dignity, rank, and rights rather than measurable natural phenomena.",figure of speech,4,"The phrase 'admits no ladders' is a metaphor for the absence of hierarchy, not a literal description.",normative,4,The word 'should' signals a prescriptive ethical claim about how society ought to assign rights.,reasoning,4,The 'since' clause presents a premise that is used to infer a conclusion about rights.,abstract,4,The statement articulates a general philosophical principle rather than a concrete situation people encounter day to day.,0,"The statement is a specialized ethical argument, not an intuitive practical truth that most people would share without reflection."
5a2334dea054487c559f60099527317942563b3c709cf098da4e135f422d148f:1,11,"Since public debate needs bridges, opponents should seek understanding rather than humiliation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The statement offers a subjective recommendation about debate conduct that cannot be independently verified as true or false. It reflects values rather than an objective claim.,social,4,"It concerns human interactions, public discourse, and socially constructed norms of debate rather than measurable physical or natural phenomena.",figure of speech,4,"The phrase 'needs bridges' is a metaphor for fostering connections or understanding, so the language is not purely literal.",normative,4,The use of 'should' prescribes a valued course of action rather than describing an empirical regularity or how the world actually is.,reasoning,4,"A conclusion about how opponents ought to behave is drawn from the premise that debate requires 'bridges,' combining a claim with a logical inference.",everyday,3,"People routinely encounter disagreements and debates in ordinary life, so the advice applies to situations they can experience directly, even if framed generally.",1,The idea that productive discussion requires seeking understanding instead of humiliation is a widely shared practical intuition about how people should interact.
561eed4959b5c46d2c3f53eb69efb0fc370bcee31b2061f24b47da40eddc6aaf:1,15,"Since compassion should cross borders, birthplace should not decide whose suffering matters.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,"The statement asserts a moral view about what ought to happen rather than a verifiable claim about the world, so it cannot be shown true or false independently of values.",social,4,"It concerns human values, political borders, and whose suffering is deemed to matter, all of which are socially constructed rather than physical or biological facts.",figure of speech,3,"The phrase “compassion should cross borders” uses a spatial metaphor for a moral principle, so the language is not purely literal.",normative,4,"Both clauses contain “should,” expressing a value judgment about how compassion and relevance of suffering ought to be allocated.",reasoning,4,"The word “since” explicitly presents the second clause as a conclusion derived from the first, combining a premise with an inference.",abstract,3,"The claim is a general ethical principle about nationality and moral considerability, not something observed in ordinary daily encounters.",0,"The statement is a contested moral-political argument, not an uncontroversial piece of practical knowledge that people treat as shared common sense."
df115980eeb6dbd1e4be6ca6fff72eaba8e24872ef358635827095c88cf5e9f4:1,14,"Because tradition is a guide, not a jailer, societies should permit thoughtful reform.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim that societies ought to allow reform because of how tradition should be viewed is a value-laden assertion that cannot be shown true or false independently of personal or cultural beliefs.,social,4,"Tradition, societal rules, and reform are products of human beliefs, conventions, and institutions rather than measurable physical or biological properties.",figure of speech,4,Calling tradition a 'guide' and a 'jailer' is an explicit metaphor rather than a literal description of tradition's properties.,normative,4,"The modal 'should' together with the evaluative framing of tradition as guide versus jailer expresses a prescription about what societies ought to do, not a description of what they do.",reasoning,4,"The sentence draws a policy conclusion from a characterization of tradition, combining a premise with an inferred ought rather than merely reporting an observation.",abstract,3,The claim concerns general principles of social organization that cannot be verified or arrived at solely through any single person's ordinary daily encounters.,1,The advice that tradition should inform rather than imprison change is a familiar piece of practical social wisdom that many people treat as self-evident.
0edd0883fb876a694c24f1142dd78d73511a4ba4d465afd3ff3e68f5b9fb4e48:1,17,"Since conscience cannot wear a uniform, societies should protect religious and nonreligious convictions.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim that societies should protect convictions is a subjective value judgment that cannot be shown true or false independently of anyone's views. The metaphorical premise does not convert the statement into a demonstrable fact.,social,4,"The statement concerns conscience, religious and nonreligious convictions, and what societies ought to do, all of which are human beliefs and socially constructed rules rather than physical or natural phenomena.",figure of speech,4,"Conscience cannot literally wear a uniform; the phrase is a metaphor that personifies an inner faculty, so the language is figurative rather than plain and literal.",normative,4,"The word 'should' signals a prescription about what societies ought to do, expressing a value or social-norm judgment rather than describing an empirical regularity.",reasoning,4,"The sentence uses 'since' to draw a conclusion from a premise, presenting an argument that combines a metaphorical claim with a normative inference rather than merely reporting an observation.",abstract,3,"The statement advances a general principle about societal protection of convictions, a conclusion that cannot be reached solely through ordinary individual experience and therefore remains abstract.",0,"The statement is a metaphorical philosophical argument about political and moral values, not a piece of practical, widely shared knowledge that people apply in everyday situations."
12a8ab2ebe78a16aad12417c19c3f871708863abe79dc5c0b5169c4baabe6392:1,16,"Because punishment cannot turn back clocks, justice should also make room for rehabilitation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,"The statement uses 'should' to advocate a preferred approach to justice, which is a subjective value judgment that cannot be shown objectively true or false.",social,4,"Justice, punishment and rehabilitation are human institutions and norms, not objective physical or natural properties of the world.",figure of speech,4,The phrase 'turn back clocks' is a conventional metaphor for reversing time or undoing the past rather than a literal claim.,normative,4,"The modal 'should' expresses a prescription about how justice ought to function, not a description of an empirical regularity.",reasoning,4,"The statement infers a conclusion about rehabilitation from the premise that punishment cannot reverse the past, combining a claim with an inference.",abstract,3,The claim concerns general principles of the justice system rather than concrete situations people encounter in ordinary daily life.,1,"The argument that the past cannot be undone and therefore justice should look forward to rehabilitation is a widely accessible, non-specialized intuition many people treat as common sense."
7a9d1cc5458054195bf974d549a83481762eb92b143d1675435302f19a8799a6:1,18,"Because shared prosperity needs strong roots, communities should invest beyond the next election.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim that communities ought to invest in a particular way cannot be shown true or false independently of values; it is a subjective prescription.,social,4,"Prosperity, communities, elections and investment decisions are human-constructed social and political phenomena, not physical or natural regularities.",figure of speech,4,“Needs strong roots” is a botanical metaphor applied to prosperity rather than ordinary literal language.,normative,4,"The statement issues a “should” recommendation about what communities ought to do, expressing a value judgment rather than describing an empirical state of affairs.",reasoning,3,A premise (prosperity needs roots) is combined with an inference to reach a policy conclusion; the sentence therefore presents an argument rather than a bare observation.,abstract,3,"Although elections occur in ordinary civic life, the statement advances a general, unobservable principle about long-term shared prosperity that cannot be arrived at from individual experience alone.",0,"The sentence is a metaphorical policy slogan rather than an obvious, widely shared truth of everyday experience."
c4c1ed7f33ae17008e124f0f03e353e86cbfa27ce8aab28e28428f5bcbf07d19:1,19,"Since news shapes society’s compass, journalism should prize accuracy over applause.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim that journalism should prize accuracy cannot be independently verified as true or false; it is a subjective value judgment.,social,4,"The statement concerns human institutions, values, and socially constructed roles of news and journalism rather than natural or physical regularities.",figure of speech,4,"The phrase “news shapes society’s compass” is a metaphor, so the sentence as a whole employs figurative rather than purely literal language.",normative,4,The use of “should” prescribes a duty or value for journalism instead of describing an empirical state of affairs.,reasoning,4,"The sentence draws an ought-conclusion from a premise (“since news shapes…”), combining a claim with an inference rather than merely reporting an observation.",abstract,3,"Although people consume news daily, the notion of news as society’s compass and the ethical priority of accuracy over applause are general regularities not arrived at solely from individual experience.",1,"The maxim that journalism ought to value accuracy above popularity is a widely shared, practical piece of social wisdom that most people would recognize as common sense."
3729fa97b174036e689ec22dd0c25acac09db643c0ee9aab10919e3c4e70331b:1,21,"Power fears scrutiny, so secrecy becomes its shield.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,"The claim personifies power and asserts an unverifiable regularity that cannot be shown true or false independently of viewpoint, making it inherently subjective.",social,4,"Power, scrutiny and secrecy are human institutions and perceptions, not empirically measurable physical or natural phenomena.",figure of speech,4,The sentence uses personification (power fears) and metaphor (secrecy as a shield) rather than stating a plain literal meaning.,positive,3,It presents an alleged empirical regularity about how power behaves rather than a value judgment or prescription about how it ought to behave.,reasoning,3,"The connective 'so' draws a conclusion from the premise that power fears scrutiny, combining a claim with an inferred consequence.",abstract,4,"The statement concerns a general property of power as an institutional force, not a concrete situation an ordinary person would directly encounter day to day.",1,The notion that those who hold power conceal information to protect themselves is a widely shared folk intuition about political and social behavior.
18c8e11a65e663e0056ea8f5bc5c567a31b31990a94f84c2c3891b5cd22b06fb:1,20,"Because no generation owns wisdom’s crown, progress should welcome both experience and fresh perspectives.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim cannot be shown true or false independently of anyone’s values; it expresses a subjective stance on wisdom and progress.,social,4,"Generations, wisdom, and progress are human-created social constructs, not measurable physical or natural-law phenomena.",figure of speech,4,"The phrase “wisdom’s crown” is a metaphor, so the language is figurative rather than strictly literal.",normative,4,"The verb “should” issues a value-laden prescription about how progress ought to operate, not a description of what is.",reasoning,3,"A premise is offered and then used to reach a conclusion, which constitutes an argument rather than a bare observation.",abstract,3,The statement concerns general principles of intergenerational knowledge and societal progress that cannot be grasped from any single everyday encounter.,1,"The idea that no generation monopolizes wisdom and that progress benefits from mixing experience with new views is widely treated as practical, shared human wisdom."
41cefa3ab68ccb98fa2c327ab6f91ee0794be555529fbd3f754ca20b7322f428:1,23,"Markets run on confidence, so panic can seize the steering wheel.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,3,The claim that markets run on confidence cannot be independently verified as true or false without relying on subjective interpretations of psychology and behavior. It expresses a viewpoint rather than a demonstrable empirical fact.,social,4,"The statement concerns human beliefs, perceptions, and constructed economic systems rather than measurable physical or natural laws. Confidence and panic are intrinsically social phenomena.",figure of speech,4,"Phrases such as 'run on confidence' and 'seize the steering wheel' are metaphors rather than plain descriptions of actual events. The language is figurative, not literal.",positive,3,It describes an alleged empirical regularity in market behavior rather than prescribing how markets ought to function. No explicit value judgment or 'should' is present.,reasoning,3,The word 'so' signals a conclusion drawn by combining the premise about confidence with an implication about panic. It is not a standalone observation.,abstract,3,The claim refers to a general economic regularity that cannot be fully grasped from any single person's ordinary experience. It is an abstract characterization of market dynamics.,1,"The idea that investor psychology (confidence versus panic) can dominate market movements is a widely shared, intuitive understanding of how financial systems behave."
f65a8ccc095a04d16ae8e4158c2edfee41be1a09c2d2483aaec73f233f3543c8:1,22,"Democracy contains competing voices, so compromise is its glue.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim offers a subjective interpretation of democracy that cannot be independently verified as true or false. I am very confident because the metaphorical framing makes the assertion inherently non-objective.,social,4,"Democracy, competing voices, and compromise are human-created political and interpersonal phenomena, not physical or natural-law entities. Confidence is high given the exclusively social character of the concepts.",figure of speech,4,The phrase 'compromise is its glue' is an explicit metaphor. I am very confident because the figurative comparison is unmistakable.,normative,3,The statement expresses a value-laden belief about what holds a political system together rather than an empirical regularity. Confidence is moderate because the wording is descriptive yet still functions as a judgment.,reasoning,4,The connective 'so' presents a conclusion inferred from the premise of competing voices. I am very confident that the statement therefore constitutes reasoning rather than a bare observation.,abstract,4,The claim concerns a systemic property of democracy that cannot be grasped solely through any single person's ordinary experience. Confidence is high because the subject is a general political regularity.,1,"The statement articulates a widely shared, intuitive view of how democracies operate through debate and concession, which most people treat as self-evident."
9db10b2f3f6c0c81b52f7ac076fa2244b307da99a528a0799fe41ca5823cb57c:1,24,Justice loses credibility when wealth puts a thumb on its scales.,"['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,"The claim about justice and credibility cannot be shown true or false independently of subjective values and perceptions, so it is inherently an opinion.",social,4,"Justice, credibility, and the role of wealth are human institutions and perceptions, not measurable physical or natural-law phenomena.",figure of speech,4,"The phrase 'puts a thumb on its scales' is a metaphor for unfair bias, not a literal description of physical objects or actions.",normative,3,"The statement evaluates when justice ought to retain credibility and treats impartiality as a value, rather than merely reporting an empirical regularity.",knowledge,3,It offers a claimed observation or general principle about the social world rather than an explicit derivation that combines premises with logic.,abstract,3,The claim concerns a systemic regularity about justice that cannot be arrived at solely from ordinary individual experience.,1,The idea that money biasing legal outcomes erodes public trust in justice is a widely shared social intuition.
2eb24da99370595a452cbea8ff61f70179f6d4d603d893bb0bee8e29564c09a2:1,25,"Education spreads opportunity, so it can loosen inherited privilege's grip.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim about education's effects cannot be demonstrated true or false independently of subjective views on opportunity and privilege.,social,4,"Education, opportunity, and inherited privilege are human social constructs, not objective physical or natural features.",figure of speech,4,Metaphors such as opportunity spreading and privilege having a grip are used instead of plain literal wording.,positive,3,The statement asserts a causal relationship in society rather than an explicit value judgment or prescription of what ought to occur.,reasoning,4,The word 'so' signals a conclusion drawn by combining a premise about education with logical inference.,abstract,3,The claim concerns general social regularities that cannot be reached solely from ordinary individual experience.,1,The idea that education expands opportunity and reduces inherited advantage is a widely shared everyday belief in many societies.
4ca6eb8403449ff96e326a5defa2fd2dec0751cc27f2e5d1b8867107281fc640:1,26,"Censorship blocks correction, so public errors can grow roots.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,3,"The claimed causal link cannot be shown true or false independently of contested interpretations of social evidence, so it remains inherently subjective.",social,4,"Censorship, public correction, and the persistence of errors are all products of human institutions and beliefs rather than natural physical laws.",figure of speech,4,The phrase “grow roots” is a metaphor for entrenchment; errors do not literally develop botanical structures.,positive,3,The sentence describes an alleged empirical regularity rather than issuing an explicit value judgment or prescription.,reasoning,4,The word “so” signals an inference that draws a conclusion from a stated premise rather than merely reporting an observation.,abstract,3,The claim concerns a general societal mechanism that cannot be fully grasped from any single person’s ordinary experience.,1,"The idea that suppressing criticism lets mistakes become entrenched is a widely shared, intuitively grasped social insight."
6d553a631db336f2ab7ce7a1a01ce35f707bc3da9e3532bddf9424dbdafe9bc1:1,30,"International alliances rest on interests, so friendship bends when those interests shift.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim is a subjective generalization about how alliances work and cannot be shown true or false independently of interpretive political theories.,social,4,"It concerns human-made political relationships, interests and alliances rather than any measurable physical or natural regularity.",figure of speech,3,Expressions such as 'rest on interests' and 'friendship bends' are metaphorical rather than strictly literal descriptions.,positive,4,"The statement asserts an empirical regularity about how alliances actually behave, not a value judgment about how they ought to behave.",reasoning,3,The word 'so' signals an inference from the premise that alliances rest on interests to the conclusion that friendships shift when interests change.,abstract,4,Geopolitical regularities about international alliances cannot be observed or inferred solely from ordinary individual experience.,1,The statement restates a widely shared folk maxim of political realism that many people treat as obvious common sense.
91cc33fa4caec17ebb98a10984dd866b042f51518c2fdb4135f57605fad31049:1,29,"Institutions preserve habits, so yesterday's rules can become tomorrow's chains.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,x-ai/grok-4.6,opinion,4,The claim cannot be independently verified as true or false; it is a subjective interpretation of how institutions work rather than a demonstrable empirical proposition.,social,4,"The statement concerns human-made institutions, habits, and rules, all of which originate in social construction rather than physical or natural laws.",figure of speech,4,"The phrase 'tomorrow's chains' is a metaphor for future constraints, not a literal description, making the whole statement figurative.",positive,3,"It asserts an empirical regularity about institutional persistence rather than prescribing what ought to occur, even though the word 'chains' carries a negative connotation.",reasoning,4,"The word 'so' explicitly links a premise (institutions preserve habits) to a deduced conclusion about future constraints, constituting an inference rather than a bare observation.",abstract,3,The claim generalizes about long-term institutional dynamics that cannot be fully grasped from any single person's ordinary daily encounters.,0,"The statement is a metaphorical sociological aphorism rather than shared, practical everyday knowledge that most people would immediately recognize as common sense."
